Cota;Afluencia;Defluencia;VazaoNatural;VazaoIncremental;VolumeUtil
733,74;18,76;14;29,15;29,15;61,02
733,77;17,58;14;27,97;27,97;61,39
733,79;14,26;14;24,64;24,64;61,64
733,78;11,72;14;22,1;22,1;61,51
733,76;12,4;14;22,77;22,77;61,27
733,79;11,38;14;21,75;21,75;61,64
733,84;11,04;14;21,4;21,4;62,27
733,85;16,3;14;26,66;26,66;62,39
733,84;16,38;14;26,73;26,73;62,27
733,92;15,46;14;25,81;25,81;63,28
733,92;15,46;14;25,8;25,8;63,28
733,88;16,14;14;26,48;26,48;62,77
733,95;12,7;14;23,03;23,03;63,66
733,98;14,36;14;24,69;24,69;64,03
734;15,1;14;25,42;25,42;64,28
734,05;24,1;14;34,42;34,42;64,95
734,18;45,7;14;56,02;56,02;66,66
734,22;20,3;14;30,61;30,61;67,19
734,42;48,3;13;58,61;58,61;69,86
734,52;58,7;14;69,01;69,01;71,19
734,63;40,5;14;50,81;50,81;72,67
734,74;40,8;14;51,11;51,11;74,15
734,81;31,1;14;41,4;41,4;75,09
734,87;26,93;14;37,24;37,24;75,9
734,91;24,7;13;35;35;76,44
734,95;24,4;14;34,7;34,7;76,99
735,11;54;14;64,3;64,3;79,16
735,14;17,8;14;28,1;28,1;79,57
735,14;20,3;14;30,6;30,6;79,57
735,26;20,04;14;30,34;30,34;81,2
735,26;20,24;14;30,54;30,54;81,2
735,26;17,58;14;27,88;27,88;81,2
735,32;15,18;14;25,49;25,49;82,02
735,33;12,6;14;22,91;22,91;82,16
735,33;9,66;14;19,97;19,97;82,16
735,32;8,14;13;18,46;18,46;82,02
735,31;7;13;17,32;17,32;81,88
735,31;7,84;14;18,17;18,17;81,88
735,28;10,64;14;20,97;20,97;81,47
735,29;12,6;14;22,94;22,94;81,61
735,28;21,5;14;31,84;31,84;81,47
735,31;38,7;14;49,05;49,05;81,88
735,39;44,9;14;55,26;55,26;82,97
735,58;55,3;14;65,67;65,67;85,58
735,7;38,4;14;48,78;48,78;87,23
735,66;40,2;14;50,58;50,58;86,68
735,66;44,2;14;54,59;54,59;86,68
735,64;23,5;14;33,9;33,9;86,4
735,6;13,8;14;24,2;24,2;85,85
735,56;12,38;14;22,79;22,79;85,31
735,52;9,76;14;20,18;20,18;84,76
735,48;11,62;14;22,05;22,05;84,21
735,48;12,36;14;22,8;22,8;84,21
735,48;12,98;14;23,43;23,43;84,21
735,48;14,22;14;24,67;24,67;84,21
735,47;15;14;25,46;25,46;84,07
735,49;14,44;14;24,91;24,91;84,34
735,49;13,34;14;23,82;23,82;84,34
735,49;12,92;14;23,41;23,41;84,34
735,47;11,24;14;21,73;21,73;84,07
735,46;10,02;14;20,51;20,51;83,93
735,44;8,78;14;19,28;19,28;83,66
735,44;8,72;14;19,22;19,22;83,66
735,4;8,18;14;18,69;18,69;83,11
735,38;7,54;14;18,06;18,06;82,84
735,36;6,98;14;17,5;17,5;82,56
735,34;7,02;14;17,55;17,55;82,29
735,3;9,42;14;19,95;19,95;81,74
735,28;11,18;14;21,72;21,72;81,47
735,32;12,94;14;23,48;23,48;82,02
735,31;13,54;14;24,09;24,09;81,88
735,31;14,08;14;24,63;24,63;81,88
735,3;14,12;14;24,67;24,67;81,74
735,28;15,3;14;25,86;25,86;81,47
735,3;15,92;14;26,48;26,48;81,74
735,33;16,98;14;27,55;27,55;82,16
735,34;15,78;14;26,35;26,35;82,29
735,34;13,32;14;23,9;23,9;82,29
735,31;10,34;14;20,92;20,92;81,88
735,3;9,78;14;20,37;20,37;81,74
735,28;12,9;14;23,49;23,49;81,47
735,27;14,72;14;25,31;25,31;81,34
735,32;16,56;14;27,16;27,16;82,02
735,32;17,14;14;27,74;27,74;82,02
735,33;16,54;14;27,14;27,14;82,16
735,32;12,14;14;22,75;22,75;82,02
735,31;11,52;14;22,13;22,13;81,88
735,3;9,7;14;20,31;20,31;81,74
735,28;9,1;14;19,71;19,71;81,47
735,26;8,98;14;19,59;19,59;81,2
735,24;8,6;14;19,21;19,21;80,92
735,23;7,42;14;18,04;18,04;80,79
735,2;6,88;14;17,5;17,5;80,38
735,17;6,94;14;17,56;17,56;79,97
735,14;6,44;14;17,06;17,06;79,57
735,12;6,92;14;17,54;17,54;79,29
735,11;8,16;14;18,78;18,78;79,16
735,08;8,62;14;19,24;19,24;78,75
735,08;9,22;14;19,84;19,84;78,75
735,05;9,28;14;19,9;19,9;78,34
735,04;11,78;14;22,4;22,4;78,2
735,02;11,78;14;22,4;22,4;77,93
735,04;11,36;14;21,98;21,98;78,2
735,03;11,34;14;21,96;21,96;78,07
735;10,74;14;21,36;21,36;77,66
734,99;7,74;14;18,36;18,36;77,53
734,96;7,16;14;17,78;17,78;77,12
734,95;7,06;14;17,68;17,68;76,99
734,92;5,92;14;16,53;16,53;76,58
734,88;8,76;14;19,37;19,37;76,03
734,85;13,34;14;23,95;23,95;75,63
734,87;13,88;14;24,49;24,49;75,9
734,92;15,76;14;26,37;26,37;76,58
734,91;17,52;14;28,13;28,13;76,44
734,91;18,82;14;29,43;29,43;76,44
734,91;15,42;14;26,03;26,03;76,44
734,95;16,04;14;26,65;26,65;76,99
734,94;17,17;14;27,77;27,77;76,85
734,94;14,2;14;24,81;24,81;76,85
735,02;37,9;14;48,51;48,51;77,93
735,16;55,9;14;66,52;66,52;79,84
735,15;9,6;14;20,21;20,21;79,7
735,24;20,37;14;30,98;30,98;80,92
735,29;20,3;14;30,92;30,92;81,61
735,31;22,34;14;32,96;32,96;81,88
735,31;20,66;14;31,28;31,28;81,88
735,31;17,72;14;28,34;28,34;81,88
735,31;15,8;14;26,42;26,42;81,88
735,3;13,3;14;23,92;23,92;81,74
735,29;10,82;14;21,44;21,44;81,61
735,28;8,84;14;19,46;19,46;81,47
735,24;8,7;14;19,32;19,32;80,92
735,23;8,7;14;19,31;19,31;80,79
735,2;9,3;14;19,91;19,91;80,38
735,2;10,62;14;21,23;21,23;80,38
735,2;10,2;14;20,81;20,81;80,38
735,2;11,54;14;22,16;22,16;80,38
735,17;12,26;14;22,88;22,88;79,97
735,17;12,8;14;23,42;23,42;79,97
735,17;11;14;21,62;21,62;79,97
735,17;10,36;14;20,98;20,98;79,97
735,15;9,16;14;19,78;19,78;79,7
735,14;7,98;14;18,6;18,6;79,57
735,1;9,34;14;19,96;19,96;79,02
735,09;11,08;14;21,7;21,7;78,88
735,1;12,22;14;22,84;22,84;79,02
735,1;12,24;14;22,86;22,86;79,02
735,1;12,2;14;22,82;22,82;79,02
735,07;9,76;14;20,38;20,38;78,61
735,05;9,2;14;19,82;19,82;78,34
735,02;8,58;14;19,2;19,2;77,93
735,01;7,88;14;18,5;18,5;77,79
735,01;8,38;14;19;19;77,79
734,98;8,98;14;19,6;19,6;77,39
734,98;8,77;14;19,38;19,38;77,39
734,98;11;14;21,62;21,62;77,39
734,94;40,3;14;50,91;50,91;76,85
735,08;29,6;14;40,22;40,22;78,75
735,16;22;14;32,62;32,62;79,84
735,2;40,1;14;50,72;50,72;80,38
735,34;34,2;14;44,83;44,83;82,29
735,34;30,37;14;40,99;40,99;82,29
735,35;27,86;14;38,48;38,48;82,43
735,51;25,64;14;36,27;36,27;84,62
735,53;23,48;14;34,11;34,11;84,89
735,53;22,28;14;32,9;32,9;84,89
735,54;19,98;14;30,6;30,6;85,03
735,54;17,02;14;27,64;27,64;85,03
735,52;14,52;14;25,13;25,13;84,76
735,5;10,83;14;21,44;21,44;84,48
735,49;10,6;14;21,2;21,2;84,34
735,56;38,4;14;49;49;85,31
735,6;24,4;14;35;35;85,85
735,69;24,27;14;34,86;34,86;87,09
735,69;20,44;14;31,03;31,03;87,09
735,7;17,68;14;28,26;28,26;87,23
735,75;14,02;14;24,6;24,6;87,92
735,75;11,74;14;22,32;22,32;87,92
735,74;10,14;14;20,71;20,71;87,78
735,72;10,3;14;20,87;20,87;87,5
735,72;10,02;14;20,58;20,58;87,5
735,72;10,78;14;21,34;21,34;87,5
735,72;11,44;14;21,99;21,99;87,5
735,74;11,44;14;21,99;21,99;87,78
735,75;10,86;14;21,4;21,4;87,92
735,7;10;14;20,54;20,54;87,23
735,7;9,24;14;19,77;19,77;87,23
735,66;12,06;14;22,59;22,59;86,68
735,65;11,92;14;22,45;22,45;86,54
735,68;11,8;14;22,32;22,32;86,95
735,65;12,96;14;23,48;23,48;86,54
735,68;13,42;14;23,94;23,94;86,95
735,66;9,98;14;20,49;20,49;86,68
735,64;10,08;14;20,59;20,59;86,4
735,65;10;12;20,51;20,51;86,54
735,64;13,48;14;23,99;23,99;86,4
735,63;15,4;14;25,9;25,9;86,26
735,65;28,1;14;38,6;38,6;86,54
735,74;46,4;14;56,9;56,9;87,78
735,87;46,6;14;57,1;57,1;89,57
735,83;34,7;14;45,2;45,2;89,02
735,99;24,87;14;35,37;35,37;91,23
735,99;19,82;14;30,33;30,33;91,23
736;15,1;14;25,6;25,6;91,37
736;12,74;14;23,24;23,24;91,37
736;12,22;14;22,72;22,72;91,37
736;12,26;14;22,76;22,76;91,37
736;12,82;14;23,32;23,32;91,37
735,98;12,76;14;23,26;23,26;91,09
735,97;12,06;14;22,56;22,56;90,95
735,95;11,36;14;21,87;21,87;90,68
735,92;10,08;14;20,59;20,59;90,26
735,9;8,38;14;18,89;18,89;89,98
735,89;7,8;14;18,31;18,31;89,85
735,89;7,08;14;17,59;17,59;89,85
735,87;6,32;14;16,83;16,83;89,57
735,85;6,42;14;16,93;16,93;89,3
735,82;6,94;14;17,45;17,45;88,88
735,8;6,9;14;17,41;17,41;88,6
735,78;7,04;14;17,55;17,55;88,33
735,76;7,88;14;18,39;18,39;88,05
735,75;7,84;14;18,35;18,35;87,92
735,74;7,86;14;18,37;18,37;87,78
735,72;7,98;14;18,49;18,49;87,5
735,7;8,02;14;18,54;18,54;87,23
735,67;7,4;14;17,92;17,92;86,82
735,64;7,44;14;17,96;17,96;86,4
735,61;7,44;14;17,95;17,95;85,99
735,59;7,46;14;17,98;17,98;85,71
735,58;7,4;14;17,92;17,92;85,58
735,55;7,4;14;17,92;17,92;85,17
735,52;6,84;14;17,36;17,36;84,76
735,49;6,26;14;16,77;16,77;84,34
735,46;5,66;14;16,17;16,17;83,93
735,43;5,18;14;15,69;15,69;83,52
735,41;5,18;14;15,69;15,69;83,25
735,39;5,16;15;15,67;15,67;82,97
735,36;5,16;14;15,67;15,67;82,56
735,32;5,08;14;15,59;15,59;82,02
735,31;5,62;14;16,13;16,13;81,88
735,29;5,6;14;16,1;16,1;81,61
735,25;5,6;14;16,1;16,1;81,06
735,23;5,64;14;16,14;16,14;80,79
735,2;5,62;14;16,12;16,12;80,38
735,18;6,22;14;16,71;16,71;80,11
735,15;6,26;14;16,75;16,75;79,7
735,15;6,8;15;17,29;17,29;79,7
735,11;6,8;14;17,29;17,29;79,16
735,08;6,86;14;17,34;17,34;78,75
735,04;5,64;14;16,12;16,12;78,2
735,03;5,7;14;16,18;16,18;78,07
735,03;5,22;13;15,69;15,69;78,07
734,99;5,26;13;15,73;15,73;77,53
734,95;5,9;14;16,36;16,36;76,99
734,91;5,94;20;16,4;16,4;76,44
734,87;5,32;14;15,78;15,78;75,9
734,85;4,7;14;15,15;15,15;75,63
734,81;4,06;14;14,51;14,51;75,09
734,77;2,88;14;13,32;13,32;74,55
734,73;2,36;14;12,8;12,8;74,01
734,7;3,54;14;13,98;13,98;73,61
734,7;4,76;14;15,19;15,19;73,61
734,66;5,94;14;16,37;16,37;73,07
734,65;7;14;17,42;17,42;72,94
734,64;8,02;14;18,44;18,44;72,8
734,64;8;14;18,42;18,42;72,8
734,64;7,36;14;17,77;17,77;72,8
734,6;7,22;15;17,63;17,63;72,26
734,56;7,18;14;17,58;17,58;71,73
734,52;7,16;14;17,56;17,56;71,19
734,5;7,08;14;17,47;17,47;70,92
734,48;7,58;14;17,97;17,97;70,66
734,48;7,76;14;18,14;18,14;70,66
734,45;7,96;14;18,34;18,34;70,26
734,41;8,08;14;18,45;18,45;69,72
734,38;8,2;14;18,57;18,57;69,32
734,33;8,36;15;18,72;18,72;68,66
734,3;7,7;14;18,06;18,06;68,26
734,26;6,96;14;17,31;17,31;67,73
734,24;6,4;14;16,75;16,75;67,46
734,21;5,26;14;15,6;15,6;67,06
734,18;4,64;14;14,98;14,98;66,66
734,14;4,76;14;15,09;15,09;66,13
734,12;5,3;14;15,62;15,62;65,87
734,08;5,72;14;16,04;16,04;65,34
734,06;6,64;14;16,95;16,95;65,08
734,05;7,18;14;17,49;17,49;64,95
734,02;7,84;14;18,14;18,14;64,55
733,99;8,56;14;18,86;18,86;64,16
733,98;8,76;14;19,05;19,05;64,03
733,96;8,48;14;18,77;18,77;63,78
733,95;8,02;14;18,31;18,31;63,66
733,95;7,3;14;17,58;17,58;63,66
733,91;7,28;14;17,56;17,56;63,15
733,87;10,02;14;20,3;20,3;62,65
733,86;11,64;14;21,91;21,91;62,52
733,86;13,26;14;23,53;23,53;62,52
733,86;13,9;14;24,17;24,17;62,52
733,87;13,36;14;23,62;23,62;62,65
733,84;12,8;14;23,06;23,06;62,27
733,84;12,8;14;23,06;23,06;62,27
733,84;12,24;14;22,5;22,5;62,27
733,85;12,24;14;22,5;22,5;62,39
733,82;11,24;14;21,49;21,49;62,02
733,8;8,56;14;18,81;18,81;61,76
733,77;6,98;14;17,23;17,23;61,39
733,74;5,24;14;15,49;15,49;61,02
733,7;4,72;14;14,97;14,97;60,52
733,67;5,26;14;15,51;15,51;60,15
733,65;5,32;14;15,57;15,57;59,9
733,62;4,88;14;15,14;15,14;59,53
733,58;5,42;14;15,68;15,68;59,04
733,57;5,66;14;15,92;15,92;58,92
733,55;6,84;14;17,1;17,1;58,68
733,51;8,8;14;19,07;19,07;58,19
733,5;10,2;14;20,47;20,47;58,07
733,5;10,1;14;20,37;20,37;58,07
733,5;9,52;14;19,8;19,8;58,07
733,5;7,98;14;18,26;18,26;58,07
733,46;5,76;14;16,05;16,05;57,58
733,44;4,36;14;14,65;14,65;57,34
733,42;4,32;14;14,61;14,61;57,1
733,4;4,5;14;14,8;14,8;56,85
733,36;5,1;14;15,4;15,4;56,37
733,32;4,76;14;15,07;15,07;55,9
733,27;4,62;14;14,93;14,93;55,3
733,24;4,94;14;15,26;15,26;54,94
733,19;5,58;14;15,9;15,9;54,34
733,16;5;14;15,33;15,33;53,99
733,14;7,78;14;18,11;18,11;53,76
733,13;10,18;14;20,52;20,52;53,64
733,12;10,5;17;20,84;20,84;53,52
733,14;10,38;14;20,73;20,73;53,76
733,11;13,54;14;23,89;23,89;53,4
733,1;13,06;14;23,42;23,42;53,29
733,1;11,76;14;22,13;22,13;53,29
733,1;11,26;14;21,63;21,63;53,29
733,12;11,42;14;21,8;21,8;53,52
733,1;8,54;14;18,92;18,92;53,29
733,08;6,34;14;16,73;16,73;53,05
733,04;5,8;14;16,19;16,19;52,58
733;5,44;14;15,83;15,83;52,11
732,97;4,42;14;14,81;14,81;51,77
732,94;3,98;14;14,38;14,38;51,42
732,92;3,98;14;14,38;14,38;51,19
732,92;8,08;14;18,51;18,51;51,19
732,87;12,66;14;23,06;23,06;50,61
732,9;18,8;14;29,21;29,21;50,96
732,89;26,2;14;36,61;36,61;50,84
733,1;61,3;14;71,72;71,72;53,29
733,24;57,2;14;67,62;67,62;54,94
733,27;38,2;14;48,62;48,62;55,3
733,29;41,8;14;52,22;52,22;55,54
733,51;36,7;14;47,13;47,13;58,19
733,61;34,3;14;44,73;44,73;59,41
733,67;18,3;14;28,73;28,73;60,15
733,85;39,6;14;50,04;50,04;62,39
733,82;14,8;14;25,23;25,23;62,02
733,8;14,8;14;25,23;25,23;61,76
733,8;13,52;14;23,95;23,95;61,76
733,8;12,6;14;23,03;23,03;61,76
733,79;12,7;14;23,12;23,12;61,64
733,79;15,6;14;26,02;26,02;61,64
733,78;18,9;14;29,32;29,32;61,51
733,83;20,74;14;31,15;31,15;62,14
733,83;21,64;14;32,05;32,05;62,14
733,91;19,98;14;30,39;30,39;63,15
733,95;16,52;14;26,92;26,92;63,66
733,92;12,58;14;22,98;22,98;63,28
733,91;9;14;22,19;19,39;63,15
733,92;7;14;22,19;17,39;63,28
733,92;18;14;23,21;28,38;63,28
733,96;15;15;25,6;25,38;63,78
733,95;15,15;14;28,4;25,52;63,66
733,95;21;14;28,99;31,36;63,66
733,95;21;14;31,36;31,36;63,66
733,98;21;14;31,35;31,35;64,03
734,06;26;14;36,35;36,35;65,08
734,12;29;14;39,35;39,35;65,87
734,22;42;14;52,34;52,34;67,19
734,22;36;15;46,34;46,34;67,19
734,34;33;14;43,33;43,33;68,79
734,39;24;14;34,33;34,33;69,45
734,43;16;14;28,66;26,33;69,99
734,43;15;14;26,92;25,32;69,99
734,45;15;14;23,92;25,32;70,26
734,43;13;14;22,12;23,32;69,99
734,43;9;14;22,11;19,31;69,99
734,44;7;14;22,11;17,31;70,12
734,45;15;14;22,31;25,31;70,26
734,45;15;14;22,76;25,31;70,26
734,46;14;14;23,9;24,31;70,39
734,46;11,28;15;22,86;21,58;70,39
734,47;12,67;14;21,77;22,97;70,52
734,47;9,84;14;20,88;20,14;70,52
734,47;9,54;14;19,94;19,84;70,52
734,47;9,54;14;19,84;19,84;70,52
734,49;28;14;38,31;38,31;70,79
734,49;10;14;20,31;20,31;70,79
734,49;12;14;21,98;22,31;70,79
734,48;13;14;21,32;23,32;70,66
734,48;10;14;21,92;20,32;70,66
734,48;10;14;22,72;20,32;70,66
734,46;13;14;23,73;23,33;70,39
734,47;16;14;24,13;26,33;70,52
734,47;18;14;24,74;28,34;70,52
734,49;12;14;25,74;22,34;70,79
734,49;13;14;25,55;23,35;70,79
734,51;18;14;25,55;28,36;71,06
734,51;15;14;25,56;25,36;71,06
734,48;18;14;25,57;28,37;70,66
734,5;12;14;23,88;22,37;70,92
734,51;13;15;23,32;23,38;71,06
734,5;9,54;15;24,16;19,93;70,92
734,5;12,18;15;26,22;22,58;70,92
734,5;22,13;14;26,22;32,53;70,92
734,53;22,27;14;27,5;32,68;71,33
734,56;12,97;14;28,84;23,39;71,73
734,56;15,9;14;28,78;26,32;71,73
734,56;18,82;14;29,27;29,26;71,73
734,58;21,8;14;32,24;32,24;72
734,57;27,69;14;38,14;38,14;71,86
734,78;45,39;14;55,85;55,85;74,69
734,85;33,67;14;44,14;44,14;75,63
734,88;30,73;14;41,21;41,21;76,03
734,88;25;14;35,48;35,48;76,03
734,88;22;14;32,49;32,49;76,03
735;19;14;27,5;29,5;77,66
734,99;10;14;24,71;20,51;77,53
734,98;10;14;22,31;20,51;77,39
734,97;10;14;20,52;20,52;77,26
734,96;10;14;20,52;20,52;77,12
735;25;15;35,53;35,53;77,66
735,04;25;15;35,54;35,54;78,2
735,06;19;14;29,54;29,54;78,48
735,06;25;14;35,55;35,55;78,48
735,06;13;14;23,55;23,55;78,48
735,14;25;14;35,56;35,56;79,57
735,14;10;14;20,56;20,56;79,57
735,14;13;14;23,57;23,57;79,57
735,14;16;14;26,57;26,57;79,57
735,19;28;14;38,58;38,58;80,24
735,18;19;14;29,58;29,58;80,11
735,26;28;14;38,59;38,59;81,2
735,29;31;14;41,59;41,59;81,61
735,34;34;14;44,6;44,6;82,29
735,4;16;14;26,6;26,6;83,11
735,4;13;14;25,6;23,61;83,11
735,38;15,97;14;27,59;26,58;82,84
735,44;21,97;14;32,59;32,59;83,66
735,46;27,98;14;38,6;38,6;83,93
735,53;24,97;14;35,6;35,6;84,89
735,53;24,98;14;35,61;35,61;84,89
735,61;24,98;14;35,61;35,61;85,99
735,63;19;14;29,63;29,63;86,26
735,63;12,97;14;24,63;23,61;86,26
735,63;10;14;24,23;20,64;86,26
735,63;13;14;22,43;23,64;86,26
735,62;13;14;21,84;23,64;86,13
735,62;10;14;22,44;20,64;86,13
735,6;10;14;22,44;20,64;85,85
735,6;13;14;23,64;23,64;85,85
735,6;13;14;24,84;23,64;85,85
735,63;19;14;24,84;29,64;86,26
735,63;16;14;24,84;26,65;86,26
735,62;10;14;25,45;20,65;86,13
735,62;13;14;23,65;23,65;86,13
735,62;16;14;26,65;26,65;86,13
735,67;25;14;35,65;35,65;86,82
735,74;34;14;44,65;44,65;87,78
735,8;31;14;41,66;41,66;88,6
735,8;28;14;38,65;38,65;88,6
735,91;28;15;38,66;38,66;90,13
735,94;22;15;32,66;32,66;90,54
735,96;22;14;28,66;32,66;90,81
735,95;10;14;27,86;20,66;90,68
735,95;14;14;24,26;24,66;90,68
735,93;8;14;23,26;18,66;90,4
735,93;14;14;22,86;24,66;90,4
735,94;17;14;22,86;27,66;90,54
735,92;8;14;24,06;18,66;90,26
735,92;14;14;24,06;24,66;90,26
735,92;14;14;22,25;24,65;90,26
735,92;14;14;22,85;24,65;90,26
735,9;8;14;21,65;18,65;89,98
735,89;11;14;21,65;21,65;89,85
735,87;8;14;21,05;18,65;89,57
735,87;14;14;21,65;24,65;89,57
735,86;11;14;21,65;21,65;89,43
735,85;11;14;24,05;21,65;89,3
735,84;10;14;18,6;20,65;89,16
735,86;10;14;15,95;20,65;89,43
735,83;10;14;13,9;10,41;89,02
735,81;7;14;11,26;7,41;88,74
735,8;10;14;9,21;10,41;88,6
735,8;7;14;9,21;7,41;88,6
735,76;10;14;9,21;10,41;88,05
735,74;10;14;8,61;10,41;87,78
735,74;7;14;8,61;7,41;87,78
735,71;7;15;8,01;7,41;87,37
735,71;7;14;8,01;7,41;87,37
735,68;7;14;8,61;7,41;86,95
735,69;10;14;9,21;10,41;87,09
735,68;10;14;10,41;10,41;86,95
735,68;10;14;11,01;10,41;86,95
735,68;13;14;12,21;13,41;86,95
735,67;10;20;12,81;10,41;86,82
735,68;16;14;13,41;16,41;86,95
735,65;13;14;13,41;13,41;86,54
735,67;13;14;13,41;13,41;86,82
735,67;13;14;12,81;13,41;86,82
735,67;10;14;12,2;10,41;86,82
735,63;13;14;10,99;13,41;86,26
735,63;9,95;14;10,98;10,36;86,26
735,63;6,94;14;10,97;7,35;86,26
735,63;12,97;14;10,97;13,38;86,26
735,63;9,96;14;14,23;10,37;86,26
735,6;12,97;14;16,89;13,38;85,85
735,6;16;14;19,54;26,66;85,85
735,62;10;14;22,2;20,66;86,13
735,62;16;14;23,66;26,66;86,13
735,62;13;14;22,46;23,66;86,13
735,62;10;14;22,45;20,65;86,13
735,62;10;14;21,25;20,65;86,13
735,61;10;14;20,65;20,65;85,99
735,61;10;14;20,65;20,65;85,99
735,6;10;14;20,65;20,65;85,85
735,57;10;14;20,64;20,64;85,44
735,56;10;14;20,04;20,64;85,31
735,57;10;14;20,04;20,64;85,44
735,54;7;14;20,03;17,63;85,03
735,52;10;14;21,83;20,63;84,76
735,52;7;14;20,03;17,62;84,76
735,54;10;14;21,82;20,62;85,03
735,54;10;14;22,42;20,62;85,03
735,53;19;14;23,01;29,61;84,89
735,52;13;14;23,01;23,61;84,76
735,51;10;14;23;20,6;84,62
735,5;10;14;21,2;20,6;84,48
735,48;10;14;20,58;20,59;84,21
735,52;10;14;22,97;20,59;84,76
735,53;9,96;14;24,56;20,54;84,89
735,6;21,97;14;32,56;32,56;85,85
735,62;36,99;14;47,56;47,56;86,13
735,78;49,1;14;59,67;59,67;88,33
735,79;34,07;14;44,63;44,63;88,47
735,87;22,01;14;32,57;32,57;89,57
735,88;19,02;14;29,59;29,59;89,71
735,99;25;14;35,56;35,56;91,23
735,99;37;14;47,56;47,56;91,23
736,04;28;14;38,55;38,55;91,92
736,04;22;14;32,55;32,55;91,92
736,04;22;14;28,54;32,54;91,92
736,07;10;14;26,54;20,54;92,34
736,06;13;14;24,14;23,54;92,2
736,06;13;14;22,33;23,53;92,2
736,06;10;14;22,93;20,53;92,2
736,06;13;14;22,33;23,53;92,2
736,06;13;14;22,32;23,52;92,2
736,04;10;14;22,92;20,52;91,92
736,05;13;14;21,72;23,52;92,06
736,05;13;14;20,52;23,52;92,06
736,04;7;14;19,91;17,51;91,92
736,02;7;14;19,31;17,51;91,64
736;7;14;18,71;17,51;91,37
735,97;10;14;19,31;20,51;90,95
735,94;10;14;21,11;20,51;90,54
735,96;10;14;23,51;20,51;90,81
735,97;16;14;25,91;26,51;90,95
735,99;19;14;29,51;29,51;91,23
735,99;22;14;32,51;32,51;91,23
735,99;25;14;35,51;35,51;91,23
736,05;22;14;32,51;32,51;92,06
736,08;18;14;27,51;28,51;92,48
736,11;11;14;25,91;21,51;92,89
736,11;13;14;23,51;23,51;92,89
736,1;13;14;21,31;23,51;92,75
736,1;10;14;21,12;20,52;92,75
736,08;7;14;19,92;17,52;92,48
736,07;10;14;19,32;20,52;92,34
736,06;7;14;18,72;17,52;92,2
736,04;10;14;18,72;20,52;91,92
736,03;7;14;18,12;17,52;91,79
736,01;7;14;18,12;17,52;91,51
735,99;7;14;17,52;17,52;91,23
735,96;7;14;17,53;17,52;90,81
735,95;7;14;17,53;17,53;90,68
735,92;7;14;17,53;17,53;90,26
735,9;7;14;18,13;17,53;89,98
735,89;7;14;18,13;17,53;89,85
735,88;10;17;18,73;20,53;89,71
735,86;7;15;19,33;17,53;89,43
735,84;10;14;19,93;20,53;89,16
735,82;10;14;19,93;20,53;88,88
735,82;10;14;20,53;20,53;88,88
735,8;10;14;19,93;20,53;88,6
735,8;10;14;19,93;20,53;88,6
735,78;7;14;19,33;17,53;88,33
735,77;10;14;19,33;20,53;88,19
735,75;7;14;19,33;17,53;87,92
735,74;10;14;19,92;20,53;87,78
735,74;10;14;19,31;20,53;87,78
735,72;9,96;14;19,3;20,49;87,5
735,7;6,94;14;18,08;17,47;87,23
735,68;6,94;14;17,47;17,47;86,95
735,64;3,93;14;16,86;14,45;86,4
735,62;6,94;14;16,62;17,46;86,13
735,6;6,95;14;16,63;17,47;85,85
735,6;5,71;14;16,64;16,23;85,85
735,58;7;14;16,65;17,52;85,58
735,58;4;15;16,66;14,51;85,58
735,56;7;14;16,91;17,51;85,31
735,54;7;14;16,91;17,51;85,03
735,5;7;14;17,5;17,5;84,48
735,47;7;14;17,5;17,5;84,07
735,44;7;14;17,5;17,5;83,66
735,42;7;14;16,89;17,49;83,38
735,4;7;14;16,29;17,49;83,11
735,37;4;14;15,69;14,49;82,7
735,36;4;14;15,08;14,48;82,56
735,32;4;14;14,48;14,48;82,02
735,3;4;14;14,47;14,47;81,74
735,27;4;14;15,07;14,47;81,34
735,23;4;14;15,67;14,46;80,79
735,21;7;14;15,66;17,46;80,52
735,19;7;14;16,26;17,46;80,24
735,15;4;14;16,85;14,45;79,7
735,14;7;14;16,85;17,45;79,57
735,14;7;14;18,04;17,44;79,57
735,12;7;14;19,44;17,44;79,29
735,11;13;15;23,43;23,43;79,16
735,16;31;14;41,43;41,43;79,84
735,15;22;14;32,42;32,42;79,7
735,16;16;14;26,42;26,42;79,84
735,18;10;14;23,42;20,42;80,11
735,18;10;14;21,01;20,41;80,11
735,16;7;14;20,41;17,41;79,84
735,15;10;14;19,8;20,4;79,7
735,15;13;14;22,19;23,39;79,7
735,12;7;14;25,19;17,39;79,29
735,16;22;14;26,98;32,38;79,84
735,16;22;14;27,58;32,38;79,84
735,22;19;14;28,77;29,37;80,65
735,24;16;14;26,37;26,37;80,92
735,23;13;14;23,36;23,36;80,79
735,22;10;14;21,56;20,36;80,65
735,2;7;14;19,75;17,35;80,38
735,19;10;14;17,94;20,34;80,24
735,16;7;14;17,34;17,34;79,84
735,14;4;14;17,33;14,33;79,57
735,12;7;14;16,73;17,33;79,29
735,1;7;14;18,52;17,32;79,02
735,08;7;14;20,31;17,31;78,75
735,08;16;14;26,31;26,31;78,75
735,14;28;14;38,3;38,3;79,57
735,16;19;14;29,3;29,3;79,84
735,19;22;14;29,29;32,29;80,24
735,2;16;14;26,29;26,29;80,38
735,2;13;14;23,89;23,29;80,38
