Cota;Afluencia;Defluencia;VazaoNatural;VazaoIncremental;VolumeUtil
735,31;6,53;15;17,31;17,06;81,88
735,29;6,46;15;17,31;16,99;81,61
735,26;7,04;15;17,17;17,57;81,2
735,24;6,92;15;17,24;17,45;80,92
735,22;6,27;15;17,34;16,79;80,65
735,2;6,88;15;17,21;17,39;80,38
735,17;6,98;15;17,14;17,49;79,97
735,15;6,41;15;17,22;16,92;79,7
735,13;6,57;15;17,19;17,09;79,43
735,1;6,72;15;16,98;17,23;79,02
735,08;6,71;15;17;17,22;78,75
735,05;5,94;15;16,87;16,45;78,34
735,03;6,5;15;16,72;17,01;78,07
735;5,91;15;16,54;16,42;77,66
734,98;6;15;16,46;16,51;77,39
734,95;5,79;15;16,14;16,29;76,99
734,92;5,59;15;16,02;16,09;76,58
734,9;4,88;15;15,85;15,39;76,31
734,87;5,32;15;15,8;15,83;75,9
734,84;5,13;15;15,92;15,63;75,5
734,82;5,55;15;16,28;16,06;75,23
734,8;6,18;15;16,54;16,69;74,96
734,78;6,67;15;16,94;17,18;74,69
734,76;6,61;15;17,14;17,12;74,42
734,74;7,15;15;17,19;17,67;74,15
734,72;6,55;15;17,01;17,06;73,88
734,7;6,42;15;16,81;16,93;73,61
734,68;5,77;15;16,35;16,28;73,34
734,66;5,57;15;16,07;16,09;73,07
734,64;4,89;15;16,07;15,4;72,8
734,61;5,15;15;16,4;15,67;72,4
734,59;6,38;15;17,1;16,89;72,13
734,57;7,43;15;18,3;17,94;71,86
734,56;9,09;15;19,49;19,61;71,73
734,55;10,88;15;21,33;21,4;71,59
734,56;11,11;15;23,53;21,62;71,73
734,56;15,58;15;25,64;26,09;71,73
734,55;18,41;15;27,61;28,93;71,59
734,63;19,63;15;29,68;30,15;72,67
734,67;20,73;15;29,84;31,25;73,21
734,7;21,46;15;28,76;31,98;73,61
734,72;16,37;15;26,87;26,89;73,88
734,72;13,02;15;24,33;23,54;73,88
734,71;10,19;15;21,42;20,7;73,74
734,7;8,03;15;19,47;18,55;73,61
734,67;6,93;15;18,12;17,44;73,21
734,65;6,62;15;17,38;17,13;72,94
734,63;6,27;15;17;16,78;72,67
734,61;6,46;15;16,82;16,97;72,4
734,59;6,19;15;16,67;16,69;72,13
734,56;6;15;16,69;16,51;71,73
734,54;5,88;15;16,53;16,38;71,46
734,52;6,4;15;16,32;16,9;71,19
734,5;5,68;15;16,09;16,18;70,92
734,47;5,15;15;15,86;15,64;70,52
734,45;4,85;15;15,41;15,35;70,26
734,43;4,75;14;15,11;15,24;69,99
734,41;4,13;15;14,98;14,62;69,72
734,38;4,22;15;14,93;14,71;69,32
734,34;4,51;16;14,77;14,99;68,79
734,31;4,61;15;14,66;15,09;68,39
734,29;4;15;14,44;14,47;68,12
734,25;3,56;15;14,22;14,03;67,59
734,22;3,14;15;13,9;13,61;67,19
734,19;3,42;15;13,69;13,88;66,8
734,16;3,04;15;13,59;13,49;66,4
734,14;3;15;13,67;13,46;66,13
734,11;3,07;15;13,56;13,52;65,74
734,08;3,57;15;13,63;14,01;65,34
734,05;2,87;15;13,68;13,31;64,95
734,03;3,44;15;13,72;13,87;64,68
733,99;3,27;15;13,57;13,7;64,16
733,98;3,3;15;13,56;13,73;64,03
733,95;2,81;15;13,4;13,23;63,66
733,92;2,86;15;13,42;13,28;63,28
733,89;2,64;15;13,85;13,06;62,9
733,86;3,39;15;14,69;13,8;62,52
733,84;5,45;15;15,69;15,86;62,27
733,82;7,05;15;16,92;17,45;62,02
733,83;7,88;15;17,82;18,28;62,14
733,83;8,83;15;18,07;19,22;62,14
733,82;7,91;15;17,91;18,3;62,02
733,82;6,72;15;17,58;17,1;62,02
733,82;6,25;15;17,32;16,63;62,02
733,79;6,25;15;17,55;16,62;61,64
733,76;7,59;15;18,02;17,96;61,27
733,77;9,09;15;18,64;19,45;61,39
733,79;9,06;15;19,28;19,42;61,64
733,79;9,38;15;19,31;19,73;61,64
733,78;9,5;14;18,89;19,85;61,51
733,78;7,77;15;18,49;18,11;61,51
733,77;7,01;15;17,82;17,35;61,39
733,78;7,09;15;16,88;17,43;61,51
733,74;6,03;15;16,11;16,36;61,02
733,74;4,82;15;15,46;15,15;61,02
733,7;3,93;15;14,63;14,26;60,52
733,7;3,81;15;14,03;14,13;60,52
733,67;2,94;15;13,9;13,26;60,15
733,65;3,06;14;13,94;13,37;59,9
733,62;4,16;15;14,05;14,47;59,53
733,6;4,15;15;14,63;14,45;59,28
733,6;4,41;15;16,07;14,72;59,28
733,57;5,86;15;18,01;16,16;58,92
733,56;10,26;15;20,39;20,56;58,8
733,58;13,89;15;23,03;24,19;59,04
733,62;16,05;15;25,34;26,34;59,53
733,68;17,64;15;26,07;27,92;60,28
733,7;17,42;15;25,3;27,7;60,52
733,72;13,89;15;23,92;24,17;60,77
733,72;10,09;15;21,96;20,37;60,77
733,72;9,14;15;20,47;19,43;60,77
733,71;7,82;15;19,98;18,11;60,65
733,71;10,01;15;20,48;20,29;60,65
733,7;11,42;15;21,14;21,7;60,52
733,74;12,56;15;22,03;22,85;61,02
733,77;12,48;15;22,27;22,77;61,39
733,78;12,26;15;22,2;22,54;61,51
733,78;11,18;15;22,16;21,46;61,51
733,78;11,07;15;22,48;21,37;61,51
733,79;12,35;15;23,2;22,64;61,64
733,81;14,07;15;23,86;24,36;61,89
733,84;15,84;15;24,18;26,14;62,27
733,87;14,48;15;23,82;24,78;62,65
733,89;12,68;15;22,69;22,99;62,9
733,89;10,5;15;21,2;20,81;62,9
733,87;8,39;15;20,18;18,7;62,65
733,86;8,41;14;19,7;18,73;62,52
733,85;9,36;15;19,79;19,68;62,39
733,87;10,25;15;20,84;20,58;62,65
733,88;10,92;15;21,83;21,25;62,77
733,89;13,63;15;22,55;23,97;62,9
733,88;13,3;15;23,08;23,64;62,77
733,95;12,97;15;23,31;23,32;63,66
733,94;12,84;15;23,33;23,2;63,53
733,96;12,07;15;23,38;22,43;63,78
733,96;13,7;15;23,46;24,07;63,78
733,96;13,51;15;23,41;23,89;63,78
734,02;13,33;15;23,54;23,72;64,55
734,03;12,55;15;22,5;22,94;64,68
734,03;12,67;15;21,28;23,07;64,68
734,02;8,47;15;20;18,87;64,55
734,01;7,36;15;18,83;17,77;64,42
733,99;6,93;15;17,54;17,34;64,16
733,99;6,65;15;16,95;17,07;64,16
733,98;6,21;15;16,77;16,64;64,03
733,96;5,46;15;16,75;15,9;63,78
733,94;6,44;15;16,89;16,88;63,53
733,92;6,83;15;17,2;17,27;63,28
733,93;7,34;15;17,72;17,78;63,4
733,93;7,73;15;17,69;18,18;63,4
733,92;8,02;15;17,32;18,47;63,28
733,91;6,27;15;16,8;16,73;63,15
733,89;4,96;15;16,05;15,42;62,9
733,88;4,72;15;15,21;15,18;62,77
733,86;4;15;14,74;14,46;62,52
733,85;3,78;15;14,56;14,24;62,39
733,84;3,91;15;14,67;14,38;62,27
733,81;4,08;15;15,5;14,55;61,89
733,8;5,23;15;16,72;15,7;61,76
733,77;8,39;15;18,21;18,62;61,39
733,78;9,91;15;20,06;20,38;61,51
733,82;11,35;15;21,53;21,82;62,02
733,83;13,31;15;22,01;23,77;62,14
733,84;12,59;15;22,07;23,06;62,27
733,85;10,56;15;21,68;21,03;62,39
733,85;10,21;15;20,72;20,67;62,39
733,85;9,39;15;20,36;19,85;62,39
733,85;8,54;15;21,18;19;62,39
733,84;10,83;15;22,4;21,28;62,27
733,84;14,64;15;23,86;25,09;62,27
733,88;16,36;15;25,85;26,8;62,77
733,95;16,7;15;27,08;27,14;63,66
733,99;18;15;28,44;28,44;64,16
733,99;8;13;25,1;18,43;64,16
734,02;18;15;23,43;28,43;64,55
734,03;12;15;21,42;22,42;64,68
734,03;9;15;21,22;19,42;64,68
734,03;8;15;18,41;18,41;64,68
734,03;7;15;17,41;17,41;64,68
734,09;25;15;35,4;35,4;65,47
734,13;19;15;29,4;29,4;66
734,25;43;15;53,39;53,39;67,59
734,29;20;13;30,39;30,39;68,12
734,32;17;15;25,38;27,38;68,52
734,32;8;15;23,18;18,38;68,52
734,33;10;15;21,77;20,37;68,66
734,33;9;15;19,97;19,37;68,66
734,34;13;15;20,16;23,36;68,79
734,34;8;15;20,56;18,36;68,79
734,34;9;15;21,56;19,36;68,79
734,35;12;15;21,35;22,35;68,92
734,37;14;15;24,35;24,35;69,19
734,38;12;15;25,55;22,34;69,32
734,42;23;15;25,14;33,34;69,86
734,45;15;15;23,54;25,34;70,26
734,45;10;15;23,94;20,34;70,26
734,44;6;15;21,34;16,34;70,12
734,46;14;15;20,34;24,34;70,39
734,47;10;15;20,34;20,34;70,52
734,53;25,11;15;35,45;35,45;71,33
734,62;35,15;15;45,49;45,49;72,53
734,74;43,22;15;53,55;53,55;74,15
734,8;26,51;15;36,84;36,84;74,96
734,84;20;15;30,34;30,34;75,5
734,86;13;15;24,34;23,34;75,77
734,88;9;15;22,55;19,35;76,03
734,88;11;15;19,95;21,35;76,03
734,88;8;15;18,95;18,35;76,03
734,88;7;15;18,36;17,36;76,03
734,88;8;15;17,96;18,36;76,03
734,87;6;15;17,37;16,37;75,9
734,87;9;15;17,17;19,37;75,9
734,86;5;15;17,18;15,38;75,77
734,85;6;15;18,18;16,38;75,63
734,85;8;15;19,39;18,39;75,63
734,86;11;15;21,2;21,4;75,77
734,88;15;15;22,2;25,4;76,03
734,9;14;15;23,21;24,41;76,31
734,91;11;15;25,02;21,42;76,44
734,93;13;15;25,03;23,43;76,71
734,97;20;15;23,83;30,44;77,26
734,99;15;15;23,24;25,44;77,53
734,99;8;15;22,45;18,45;77,53
734,99;8;15;21,46;18,46;77,53
734,99;9;15;19,67;19,47;77,53
735,01;15;15;20,07;25,47;77,79
735;6;15;20,82;16,48;77,66
734,99;10;15;20,49;20,49;77,53
735,06;35;15;45,5;45,5;78,48
735,07;10,76;15;21,27;21,27;78,61
735,08;10,76;15;21,02;21,28;78,75
735,08;10;15;21,83;20,52;78,75
735,08;14;15;22,08;24,53;78,75
735,1;11;15;22,33;21,53;79,02
735,11;12;15;22,74;22,54;79,16
735,12;12;15;22,95;22,55;79,29
735,13;12;15;23,15;22,55;79,43
735,15;15;15;22,56;25,56;79,7
735,16;12;15;21,97;22,57;79,84
735,16;9;15;21,77;19,57;79,84
735,17;9;15;20,58;19,58;79,97
735,17;11;15;20,38;21,58;79,97
735,17;9;15;20,99;19,59;79,97
735,17;11;15;22,79;21,59;79,97
735,19;12;15;23;22,6;80,24
735,22;18;15;23;28,6;80,65
735,23;12;15;22,41;22,61;80,79
735,23;9;15;23,01;19,61;80,79
735,23;8;15;22,41;18,61;80,79
735,24;15;15;24,22;25,62;80,92
735,27;15;15;25,42;25,62;81,34
735,31;21;15;26,83;31,63;81,88
735,32;15;15;25,83;25,63;82,02
735,33;15;15;24,84;25,64;82,16
735,32;10;15;22,84;20,64;82,02
735,31;10;15;22,24;20,64;81,88
735,3;11;15;21,65;21,64;81,74
735,31;12;15;23,85;22,65;81,88
735,36;12;15;25,65;22,65;82,56
735,39;21;15;31,66;31,66;82,97
735,48;39;15;49,66;49,66;84,21
735,55;33;15;43,67;43,67;85,17
735,6;27;15;37,67;37,67;85,85
735,63;21;15;31,67;31,67;86,26
735,67;25;15;35,68;35,68;86,82
735,69;18;15;28,68;28,68;87,09
735,7;15;15;25,01;25,68;87,23
735,7;10;15;23,7;20,68;87,23
735,68;10;15;21,47;20,68;86,95
735,67;12,1;15;19,68;22,78;86,82
735,67;6,82;15;19,12;17,51;86,82
735,65;6,07;15;18,51;16,76;86,54
735,62;7,17;15;17,52;17,85;86,13
735,6;6,98;15;17,47;17,67;85,85
735,58;7,13;15;17,59;17,81;85,58
735,56;6,59;15;17,28;17,28;85,31
735,68;48;15;58,69;58,69;86,95
735,75;36;15;46,69;46,69;87,92
735,91;59;13;69,7;69,7;90,13
735,99;41;15;51,7;51,7;91,23
736,04;26;15;36,7;36,7;91,92
736,04;11;15;21,7;21,7;91,92
736,04;10;15;21,29;20,7;91,92
736,01;10,77;15;20,77;21,47;91,51
735,99;10,87;15;20,12;21,56;91,23
735,98;7,75;15;20,22;18,44;91,09
735,96;7,75;15;19,47;18,44;90,81
735,95;10,48;15;18,89;21,17;90,68
735,98;7,05;15;18,74;17,74;91,09
735,96;7,95;15;18,59;18,64;90,81
735,94;7;15;17,89;17,69;90,54
735,92;7;15;17,88;17,69;90,26
735,9;7;15;17,69;17,69;89,98
735,87;7;15;17,89;17,68;89,57
735,85;7;15;17,88;17,68;89,3
735,83;8;15;17,68;18,68;89,02
735,81;7;15;17,68;17,68;88,74
735,79;6;15;17,48;16,68;88,47
735,77;7;15;17,28;17,68;88,19
735,75;6;15;17,08;16,68;87,92
735,72;7;15;17,48;17,68;87,5
735,71;6;15;17,48;16,68;87,37
735,68;8;18;17,48;18,67;86,95
735,66;7;15;17,47;17,67;86,68
735,63;6;15;17,67;16,67;86,26
735,61;7;15;17,47;17,67;85,99
735,59;7;15;17,27;17,67;85,71
735,57;7;15;17,47;17,67;85,44
735,54;6;15;18,67;16,67;85,03
735,51;7;15;18,47;17,67;84,62
735,51;13;15;18,47;23,67;84,62
735,49;6;15;18,07;16,67;84,34
735,47;7;15;17,87;17,67;84,07
735,44;4;15;16,47;14,67;83,66
735,42;6;15;16,27;16,67;83,38
735,4;6;15;15,67;16,67;83,11
735,38;5;15;16,47;15,67;82,84
735,37;4;15;16,07;14,68;82,7
735,35;8;15;15,87;18,67;82,43
735,33;4;15;16,07;14,67;82,16
735,31;5;15;16,47;15,67;81,88
735,29;6;15;15,87;16,67;81,61
735,29;6;9;15,87;16,67;81,61
735,25;5;15;16,27;15,67;81,06
735,23;4;15;16,07;14,67;80,79
735,22;7;15;15,87;17,67;80,65
735,2;5;15;16,67;15,67;80,38
735,18;5;15;17,67;15,67;80,11
735,17;9;15;18,26;19,66;79,97
735,16;9;15;18,46;19,66;79,84
735,15;10;15;18,66;20,66;79,7
735,13;6;15;18,26;16,66;79,43
735,11;6;15;18,45;16,65;79,16
735,09;7;15;20,05;17,65;78,88
735,08;10;15;20,45;20,65;78,75
735,09;18;15;21,65;28,65;78,88
735,09;8;15;22,04;18,64;78,88
735,09;12;15;21,64;22,64;78,88
735,08;9;15;19,84;19,64;78,75
735,07;8;15;19,43;18,63;78,61
735,06;9;15;18,23;19,63;78,48
735,04;6;15;17,82;16,62;78,2
735,02;6;15;17,42;16,62;77,93
735;7;14;16,81;17,61;77,66
734,98;6;15;16,5;16,61;77,39
734,96;6;15;16,18;16,6;77,12
734,93;4,49;15;16,26;15,09;76,71
734,9;4,43;15;15,92;15,02;76,31
734,88;7,41;15;15,6;17,99;76,03
734,85;4,33;15;15,57;14,91;75,63
734,82;4,43;15;16,08;15;75,23
734,79;4,34;15;15,39;14,91;74,82
734,77;7,03;15;15,32;17,59;74,55
734,74;4;15;15,43;14,56;74,15
734,71;4;15;15,76;14,55;73,74
734,68;5;15;15,35;15,54;73,34
734,65;6;15;15,54;16,54;72,94
734,64;5;15;14,94;15,54;72,8
734,62;5;15;14,93;15,53;72,53
734,6;1;15;14,53;11,53;72,26
734,57;5;15;14,52;15,52;71,86
734,55;4;15;13,92;14,52;71,59
734,53;5;15;14,72;15,52;71,33
734,5;2;15;14,71;12,51;70,92
734,48;5;15;14,91;15,51;70,66
734,46;5;15;14,91;15,51;70,39
734,44;5;15;15,3;15,5;70,12
734,42;5;15;14,7;15,5;69,86
734,4;4;15;14,5;14,5;69,59
734,37;2;15;14,5;12,5;69,19
734,35;4;15;13,7;14,5;68,92
734,34;5;15;13,89;15,5;68,79
734,3;1;15;14,09;11,49;68,26
734,3;5;9;13,89;15,49;68,26
734,3;3;9;14,09;13,49;68,26
734,26;3;15;14,29;13,49;67,73
734,23;6;15;13,89;16,49;67,33
734,21;2;15;14,09;12,49;67,06
734,19;3;15;14,09;13,49;66,8
734,17;4;15;13,49;14,49;66,53
734,15;3;15;14,09;13,49;66,27
734,13;3;15;15,29;13,49;66
734,12;5;15;16,29;15,49;65,87
734,12;9;15;17,49;19,49;65,87
734,12;9;15;18,69;19,49;65,87
734,12;9;15;19,5;19,49;65,87
734,13;9;15;19,3;19,5;66
734,13;9;15;19,7;19,5;66
734,13;8;15;19,1;18,5;66
734,14;11;15;18,7;21,5;66,13
734,13;6;15;18,1;16,5;66
734,12;7;15;17,3;17,5;65,87
734,11;6;15;16,3;16,5;65,74
734,09;4;15;15,71;14,5;65,47
734,08;6;15;14,71;16,51;65,34
734,06;3;15;13,91;13,51;65,08
734,04;2;15;14,31;12,51;64,81
734,02;2;15;14,11;12,51;64,55
734,01;6;15;14,31;16,51;64,42
733,99;5;15;15,71;15,51;64,16
733,99;4;15;16,51;14,51;64,16
733,97;9;15;15,91;19,51;63,91
733,97;6;15;16,51;16,51;63,91
733,95;3;15;16,51;13,51;63,66
733,94;8;15;15,71;18,51;63,53
733,91;4;15;15,51;14,51;63,15
733,88;5;15;16,55;15,51;62,77
733,84;5;15;15,77;15,5;62,27
733,83;8,22;15;15,84;18,72;62,14
733,8;4,11;15;15,73;14,61;61,76
733,77;4,34;15;15,7;14,84;61,39
733,74;4,44;15;15,09;14,94;61,02
733,71;4,87;15;14,84;15,37;60,65
733,68;5,19;14;15,17;15,69;60,28
733,64;2,87;14;14,88;13,36;59,78
733,61;6;14;14,1;16,49;59,41
733,57;3;14;14,06;13,49;58,92
733,52;1;15;14,48;11,48;58,31
733,5;5;15;13,48;15,48;58,07
733,48;5;15;13,68;15,48;57,83
733,45;1;15;14,28;11,48;57,46
733,44;4;15;14,07;14,47;57,34
733,42;4;15;13,87;14,47;57,1
733,4;4;15;14,47;14,47;56,85
733,37;4;15;13,86;14,46;56,49
733,35;4;15;13,86;14,46;56,26
733,32;1;15;16,06;11,46;55,9
733,3;4;15;17,06;14,45;55,65
733,32;15;15;17,45;25,45;55,9
733,32;9;15;18,05;19,45;55,9
733,31;6;15;18,05;16,45;55,77
733,29;4;15;17,44;14,44;55,54
733,27;4;15;18,04;14,44;55,3
733,26;12;15;18,24;22,44;55,18
733,28;12;15;18,23;22,43;55,42
733,28;7;12;18,36;17,43;55,42
733,26;4;15;16,92;14,43;55,18
733,24;4,63;15;15,41;15,05;54,94
733,22;4,83;15;14,58;15,25;54,7
733,2;4,48;15;14,74;14,89;54,46
733,17;2,89;15;14,69;13,3;54,11
733,15;4,8;15;14,38;15,21;53,87
733,13;4,39;15;14,57;14,8;53,64
733,11;3,31;15;13,71;13,71;53,4
733,25;44,68;15;55,07;55,07;55,06
733,27;14;15;24,39;24,39;55,3
733,27;10;15;21,72;20,39;55,3
733,27;10;15;19,79;20,39;55,3
733,26;7;15;18,18;17,38;55,18
733,25;6;15;17,98;16,38;55,06
733,24;6;15;18,17;16,37;54,94
733,24;9;15;19,17;19,37;54,94
733,25;11;15;19,76;21,36;55,06
733,26;12;15;20,36;22,36;55,18
733,26;9;15;20,76;19,36;55,18
733,26;9;15;22,35;19,35;55,18
733,27;11;15;23,75;21,35;55,3
733,31;19;15;25,74;29,34;55,77
733,35;19;15;26,74;29,34;56,26
733,39;19;15;28,13;29,34;56,73
733,41;14;15;27,33;24,33;56,97
733,43;18;15;28,33;28,33;57,22
733,5;25;15;35,32;35,32;58,07
733,56;25;15;35,32;35,32;58,8
733,6;17;15;27,32;27,32;59,28
733,62;19;15;26,98;29,31;59,53
733,65;14;15;26,71;24,31;59,9
733,68;18;15;27,71;28,31;60,28
733,7;14;15;27,31;24,31;60,52
733,7;22;20;28,5;32,3;60,52
733,78;17;15;27,24;27,3;61,51
733,82;20;15;26,26;30,3;62,02
733,83;11,72;15;23,58;22,01;62,14
733,83;9,1;15;22,4;19,4;62,14
733,83;8,6;15;20,8;18,89;62,14
733,84;11,12;15;20,26;21,41;62,27
733,84;12;15;20,44;22,29;62,27
733,84;9;15;19,92;19,29;62,27
733,85;10;15;18,89;20,29;62,39
733,84;6;13;17,69;16,29;62,27
733,83;6;15;17,3;16,29;62,14
733,82;6;15;16,1;16,3;62,02
733,82;7;15;15,9;17,3;62,02
733,79;4;15;17,3;14,3;61,64
733,78;5;15;18,3;15,3;61,51
733,8;13;15;18,31;23,31;61,76
733,81;11;15;18,51;21,31;61,89
733,8;7;15;18,71;17,31;61,76
733,78;5;15;17,32;15,32;61,51
733,76;6;15;15,72;16,32;61,27
733,74;6;15;15,33;16,33;61,02
733,71;3;15;16,93;13,33;60,65
733,69;5;15;19,54;15,34;60,4
733,7;13;15;21,34;23,34;60,52
733,74;19;15;23,15;29,35;61,02
733,75;15;15;25,35;25,35;61,14
733,76;12;15;24,96;22,36;61,27
733,78;16;15;25,36;26,36;61,51
733,78;11;15;26,36;21,37;61,51
733,82;20,97;15;31,34;31,34;62,02
733,91;35,21;15;45,59;45,59;63,15
733,93;18,69;15;29,08;29,08;63,4
733,94;10,53;15;23,57;20,92;63,53
733,94;10,3;14;22,75;20,7;63,53
733,96;16,22;15;26,63;26,63;63,78
734,01;24,65;15;35,06;35,06;64,42
734,12;43;15;53,42;53,42;65,87
734,19;30;15;40,43;40,43;66,8
734,21;16;15;26,44;26,44;67,06
734,23;16;15;25,78;26,44;67,33
734,24;14;15;23,25;24,45;67,46
734,24;11;14;21,45;21,45;67,46
734,24;7;15;19,66;17,46;67,46
734,22;7;15;18,46;17,46;67,19
734,22;7;15;17,27;17,47;67,19
734,2;8;14;17,47;18,47;66,93
734,18;5;14;18,27;15,47;66,66
734,18;8;15;18,28;18,48;66,66
734,17;11;14;18,48;21,48;66,53
734,15;7;15;19,48;17,48;66,27
734,15;9;15;18,88;19,48;66,27
734,13;10;15;18,08;20,48;66
734,1;5;14;17,68;15,48;65,61
734,08;7;15;16,68;17,48;65,34
734,05;5;15;16,28;15,48;64,95
734,02;4;14;17,08;14,48;64,55
733,99;8;15;19,33;18,48;64,16
733,99;9;15;23,09;19,48;64,16
734,01;18,23;15;24,13;28,71;64,42
734,04;23,82;15;24,4;34,3;64,81
734,04;9,21;15;24,67;19,68;64,81
734,04;9,36;15;22,39;19,83;64,81
734,02;10,35;14;19,46;20,82;64,55
733,99;6,85;14;18,92;17,32;64,16
733,99;9,18;14;18,39;19,64;64,16
733,97;6,53;14;16,91;16,99;63,91
733,95;6,72;14;17,74;17,17;63,66
733,92;3;14;16,5;13,45;63,28
733,92;11;15;19,39;21,44;63,28
733,89;3;15;22,1;13,44;62,9
733,93;21;15;31,43;31,43;63,4
734,03;38;15;48,43;48,43;64,68
734,1;31;15;41,42;41,42;65,61
734,14;23;15;33,42;33,42;66,13
734,17;23;15;31,08;33,41;66,53
734,2;16;15;31,01;26,41;66,93
734,22;17;15;29,4;27,4;67,19
734,28;24;15;34,4;34,4;67,99
734,34;33;15;43,39;43,39;68,79
734,41;30;15;40,39;40,39;69,72
734,44;17;15;27,39;27,38;70,12
734,45;13;15;23,71;23,38;70,26
734,45;10;15;25,38;20,38;70,26
734,46;16;15;24,57;26,37;70,39
734,5;19;15;26,37;29,37;70,92
734,51;13;15;27,56;23,36;71,06
734,51;22;15;26,56;32,36;71,06
734,57;16;15;24,36;26,36;71,86
734,57;11;15;23,95;21,35;71,86
734,56;8;15;23,31;18,35;71,73
734,56;11;15;24,52;21,35;71,73
734,58;18,8;15;25,51;29,15;72
734,63;22,03;15;27,55;32,38;72,67
734,66;15,98;15;28,1;26,33;73,07
734,69;18,22;15;25,83;28,57;73,48
734,7;13,75;15;23,01;24,09;73,61
734,69;7,43;15;20,81;17,78;73,48
734,68;7,94;15;18,57;18,29;73,34
734,65;5;15;16,42;15,35;72,94
734,62;7;15;15,35;17,35;72,53
734,6;3;15;13,35;13,35;72,26
734,8;74;15;84,36;84,36;74,96
734,87;30;15;40,36;40,36;75,9
735,06;69;15;79,37;79,37;78,48
735,16;42;15;52,37;52,37;79,84
735,22;32;15;42,38;42,38;80,65
735,25;23;15;33,39;33,39;81,06
735,24;11;15;24,06;21,39;80,92
735,22;7;15;17,4;17,4;80,65
735,29;33;15;43,41;43,41;81,61
735,32;22;15;32,41;32,41;82,02
735,35;22;15;32,42;32,42;82,43
735,5;57;15;67,43;67,43;84,48
735,67;66;15;76,44;76,44;86,82
735,7;61;15;71,45;71,45;87,23
735,69;48;15;58,46;58,46;87,09
735,68;40;15;50,47;50,47;86,95
735,7;54;15;64,48;64,47;87,23
735,78;69;15;79,49;79,49;88,33
735,76;75;15;85,5;85,5;88,05
735,73;45;15;55,5;55,5;87,64
735,71;41;15;51,51;51,51;87,37
735,69;50,85;15;61,37;61,37;87,09
735,71;67,56;15;78,09;78,09;87,37
735,7;64,29;15;74,83;74,83;87,23
735,75;67,6;15;78,14;78,14;87,92
735,75;61;15;71,55;71,55;87,92
735,75;61;15;71,56;71,56;87,92
735,8;60;15;70,57;70,57;88,6
735,78;54;15;64,57;64,57;88,33
735,74;50;15;60,58;60,58;87,78
735,74;83;15;93,59;93,59;87,78
735,7;52;15;62,59;62,59;87,23
735,68;31;15;41,59;41,59;86,95
735,7;18;15;28,6;28,6;87,23
735,77;45;15;55,61;55,61;88,19
735,96;65;15;75,62;75,62;90,81
735,92;85;15;95,63;95,63;90,26
735,88;72;15;82,63;82,63;89,71
735,85;53;15;63,63;63,63;89,3
735,88;32;15;42,64;42,64;89,71
735,84;46;15;56,64;56,64;89,16
735,97;60;15;70,65;70,65;90,95
735,93;56;15;66,65;66,65;90,4
735,93;60;15;70,66;70,66;90,4
735,99;33;15;43,66;43,66;91,23
735,97;44;15;54,66;54,66;90,95
735,94;35;15;45,67;45,67;90,54
735,99;29;15;39,67;39,67;91,23
736,04;27;15;37,68;37,68;91,92
736,06;21;15;31,68;31,68;92,2
736,05;14;15;29,02;24,68;92,06
736,02;20;15;26,89;30,69;91,64
736,03;14;15;25,89;24,69;91,79
736,03;12;15;25,69;22,69;91,79
736,04;16;15;24,29;26,69;91,92
736,04;13;15;23,49;23,69;91,92
736,04;13;15;23,66;23,7;91,92
736,03;10;15;22,48;20,7;91,79
736,03;13;15;21,9;23,7;91,79
736,02;10;15;23,3;20,7;91,64
736,01;10;15;24,5;20,7;91,51
736,03;20;15;26,03;30,7;91,79
736,04;16;15;26,7;26,7;91,92
736,12;37;15;47,71;47,71;93,03
736,17;54;15;64,71;64,71;93,73
736,13;42;15;52,71;52,71;93,17
736,09;46;15;56,71;56,71;92,62
736,17;38;15;48,71;48,71;93,73
736,13;33;15;43,71;43,71;93,17
736,09;22;15;32,71;32,71;92,62
736,09;13;15;27,71;23,71;92,62
736,1;16;15;26,51;26,71;92,75
736,11;15;15;24,51;25,71;92,89
736,12;13;15;24,51;23,71;93,03
736,12;12;15;23,31;22,71;93,03
736,12;13;15;23,71;23,71;93,03
736,1;10;15;23,11;20,7;92,75
736,11;17;15;22,7;27,7;92,89
736,1;10;15;22,1;20,7;92,75
736,09;10;15;22,45;20,7;92,62
736,09;14;15;23,1;24,7;92,62
736,08;14;15;23,9;24,7;92,48
736,07;10;15;20,7;20,7;92,34
736,12;31;15;41,7;41,7;93,03
736,17;30;15;40,7;40,7;93,73
736,19;19,18;15;29,88;29,88;94
736,2;16;15;27,76;26,71;94,14
736,17;16;15;26,74;26,7;93,73
736,13;20;15;25,3;30,7;93,17
736,09;9;15;23,5;19,7;92,62
736,08;12;15;22,9;22,7;92,48
736,08;7;15;21,3;17,7;92,48
736,07;13;15;21,9;23,7;92,34
736,07;12;15;21,5;22,7;92,34
736,07;12;15;22,5;22,7;92,34
736,06;10;15;22,3;20,7;92,2
736,06;12;15;22,9;22,7;92,2
736,06;12;15;23,5;22,7;92,2
736,07;15;15;23,9;25,7;92,34
736,08;15;15;24,7;25,7;92,48
736,08;12;15;22,7;22,7;92,48
736,17;40;15;50,71;50,71;93,73
736,17;30;15;40,71;40,71;93,73
736,13;52;15;62,71;62,71;93,17
