ota (m);Afluencia (m3/s);Defluencia (m3/s);Vazao Natural (m3/s);Volume Util (%);Data da Medicao
733.77;17.58;14;27.97;61.39;02/01/2012
733.79;14.26;14;24.64;61.64;03/01/2012
733.78;11.72;14;22.1;61.51;04/01/2012
733.76;12.4;14;22.77;61.27;05/01/2012
733.79;11.38;14;21.75;61.64;06/01/2012
733.84;11.04;14;21.4;62.27;07/01/2012
733.85;16.3;14;26.66;62.39;08/01/2012
733.84;16.38;14;26.73;62.27;09/01/2012
733.92;15.46;14;25.81;63.28;10/01/2012
733.92;15.46;14;25.8;63.28;11/01/2012
733.88;16.14;14;26.48;62.77;12/01/2012
733.95;12.7;14;23.03;63.66;13/01/2012
733.98;14.36;14;24.69;64.03;14/01/2012
734;15.1;14;25.42;64.28;15/01/2012
734.05;24.1;14;34.42;64.95;16/01/2012
734.18;45.7;14;56.02;66.66;17/01/2012
734.22;20.3;14;30.61;67.19;18/01/2012
734.42;48.3;13;58.61;69.86;19/01/2012
734.52;58.7;14;69.01;71.19;20/01/2012
734.63;40.5;14;50.81;72.67;21/01/2012
734.74;40.8;14;51.11;74.15;22/01/2012
734.81;31.1;14;41.4;75.09;23/01/2012
734.87;26.93;14;37.24;75.9;24/01/2012
734.91;24.7;13;35;76.44;25/01/2012
734.95;24.4;14;34.7;76.99;26/01/2012
735.11;54;14;64.3;79.16;27/01/2012
735.14;17.8;14;28.1;79.57;28/01/2012
735.14;20.3;14;30.6;79.57;29/01/2012
735.26;20.04;14;30.34;81.2;30/01/2012
735.26;20.24;14;30.54;81.2;31/01/2012
735.26;17.58;14;27.88;81.2;01/02/2012
735.32;15.18;14;25.49;82.02;02/02/2012
735.33;12.6;14;22.91;82.16;03/02/2012
735.33;9.66;14;19.97;82.16;04/02/2012
735.32;8.14;13;18.46;82.02;05/02/2012
735.31;7;13;17.32;81.88;06/02/2012
735.31;7.84;14;18.17;81.88;07/02/2012
735.28;10.64;14;20.97;81.47;08/02/2012
735.29;12.6;14;22.94;81.61;09/02/2012
735.28;21.5;14;31.84;81.47;10/02/2012
735.31;38.7;14;49.05;81.88;11/02/2012
735.39;44.9;14;55.26;82.97;12/02/2012
735.58;55.3;14;65.67;85.58;13/02/2012
735.7;38.4;14;48.78;87.23;14/02/2012
735.66;40.2;14;50.58;86.68;15/02/2012
735.66;44.2;14;54.59;86.68;16/02/2012
735.64;23.5;14;33.9;86.4;17/02/2012
735.6;13.8;14;24.2;85.85;18/02/2012
735.56;12.38;14;22.79;85.31;19/02/2012
735.52;9.76;14;20.18;84.76;20/02/2012
735.48;11.62;14;22.05;84.21;21/02/2012
735.48;12.36;14;22.8;84.21;22/02/2012
735.48;12.98;14;23.43;84.21;23/02/2012
735.48;14.22;14;24.67;84.21;24/02/2012
735.47;15;14;25.46;84.07;25/02/2012
735.49;14.44;14;24.91;84.34;26/02/2012
735.49;13.34;14;23.82;84.34;27/02/2012
735.49;12.92;14;23.41;84.34;28/02/2012
735.47;11.24;14;21.73;84.07;29/02/2012
735.46;10.02;14;20.51;83.93;01/03/2012
735.44;8.78;14;19.28;83.66;02/03/2012
735.44;8.72;14;19.22;83.66;03/03/2012
735.4;8.18;14;18.69;83.11;04/03/2012
735.38;7.54;14;18.06;82.84;05/03/2012
735.36;6.98;14;17.5;82.56;06/03/2012
735.34;7.02;14;17.55;82.29;07/03/2012
735.3;9.42;14;19.95;81.74;08/03/2012
735.28;11.18;14;21.72;81.47;09/03/2012
735.32;12.94;14;23.48;82.02;10/03/2012
735.31;13.54;14;24.09;81.88;11/03/2012
735.31;14.08;14;24.63;81.88;12/03/2012
735.3;14.12;14;24.67;81.74;13/03/2012
735.28;15.3;14;25.86;81.47;14/03/2012
735.3;15.92;14;26.48;81.74;15/03/2012
735.33;16.98;14;27.55;82.16;16/03/2012
735.34;15.78;14;26.35;82.29;17/03/2012
735.34;13.32;14;23.9;82.29;18/03/2012
735.31;10.34;14;20.92;81.88;19/03/2012
735.3;9.78;14;20.37;81.74;20/03/2012
735.28;12.9;14;23.49;81.47;21/03/2012
735.27;14.72;14;25.31;81.34;22/03/2012
735.32;16.56;14;27.16;82.02;23/03/2012
735.32;17.14;14;27.74;82.02;24/03/2012
735.33;16.54;14;27.14;82.16;25/03/2012
735.32;12.14;14;22.75;82.02;26/03/2012
735.31;11.52;14;22.13;81.88;27/03/2012
735.3;9.7;14;20.31;81.74;28/03/2012
735.28;9.1;14;19.71;81.47;29/03/2012
735.26;8.98;14;19.59;81.2;30/03/2012
735.24;8.6;14;19.21;80.92;31/03/2012
735.23;7.42;14;18.04;80.79;01/04/2012
735.2;6.88;14;17.5;80.38;02/04/2012
735.17;6.94;14;17.56;79.97;03/04/2012
735.14;6.44;14;17.06;79.57;04/04/2012
735.12;6.92;14;17.54;79.29;05/04/2012
735.11;8.16;14;18.78;79.16;06/04/2012
735.08;8.62;14;19.24;78.75;07/04/2012
735.08;9.22;14;19.84;78.75;08/04/2012
735.05;9.28;14;19.9;78.34;09/04/2012
735.04;11.78;14;22.4;78.2;10/04/2012
735.02;11.78;14;22.4;77.93;11/04/2012
735.04;11.36;14;21.98;78.2;12/04/2012
735.03;11.34;14;21.96;78.07;13/04/2012
735;10.74;14;21.36;77.66;14/04/2012
734.99;7.74;14;18.36;77.53;15/04/2012
734.96;7.16;14;17.78;77.12;16/04/2012
734.95;7.06;14;17.68;76.99;17/04/2012
734.92;5.92;14;16.53;76.58;18/04/2012
734.88;8.76;14;19.37;76.03;19/04/2012
734.85;13.34;14;23.95;75.63;20/04/2012
734.87;13.88;14;24.49;75.9;21/04/2012
734.92;15.76;14;26.37;76.58;22/04/2012
734.91;17.52;14;28.13;76.44;23/04/2012
734.91;18.82;14;29.43;76.44;24/04/2012
734.91;15.42;14;26.03;76.44;25/04/2012
734.95;16.04;14;26.65;76.99;26/04/2012
734.94;17.17;14;27.77;76.85;27/04/2012
734.94;14.2;14;24.81;76.85;28/04/2012
735.02;37.9;14;48.51;77.93;29/04/2012
735.16;55.9;14;66.52;79.84;30/04/2012
735.15;9.6;14;20.21;79.7;01/05/2012
735.24;20.37;14;30.98;80.92;02/05/2012
735.29;20.3;14;30.92;81.61;03/05/2012
735.31;22.34;14;32.96;81.88;04/05/2012
735.31;20.66;14;31.28;81.88;05/05/2012
735.31;17.72;14;28.34;81.88;06/05/2012
735.31;15.8;14;26.42;81.88;07/05/2012
735.3;13.3;14;23.92;81.74;08/05/2012
735.29;10.82;14;21.44;81.61;09/05/2012
735.28;8.84;14;19.46;81.47;10/05/2012
735.24;8.7;14;19.32;80.92;11/05/2012
735.23;8.7;14;19.31;80.79;12/05/2012
735.2;9.3;14;19.91;80.38;13/05/2012
735.2;10.62;14;21.23;80.38;14/05/2012
735.2;10.2;14;20.81;80.38;15/05/2012
735.2;11.54;14;22.16;80.38;16/05/2012
735.17;12.26;14;22.88;79.97;17/05/2012
735.17;12.8;14;23.42;79.97;18/05/2012
735.17;11;14;21.62;79.97;19/05/2012
735.17;10.36;14;20.98;79.97;20/05/2012
735.15;9.16;14;19.78;79.7;21/05/2012
735.14;7.98;14;18.6;79.57;22/05/2012
735.1;9.34;14;19.96;79.02;23/05/2012
735.09;11.08;14;21.7;78.88;24/05/2012
735.1;12.22;14;22.84;79.02;25/05/2012
735.1;12.24;14;22.86;79.02;26/05/2012
735.1;12.2;14;22.82;79.02;27/05/2012
735.07;9.76;14;20.38;78.61;28/05/2012
735.05;9.2;14;19.82;78.34;29/05/2012
735.02;8.58;14;19.2;77.93;30/05/2012
735.01;7.88;14;18.5;77.79;31/05/2012
735.01;8.38;14;19;77.79;01/06/2012
734.98;8.98;14;19.6;77.39;02/06/2012
734.98;8.77;14;19.38;77.39;03/06/2012
734.98;11;14;21.62;77.39;04/06/2012
734.94;40.3;14;50.91;76.85;05/06/2012
735.08;29.6;14;40.22;78.75;06/06/2012
735.16;22;14;32.62;79.84;07/06/2012
735.2;40.1;14;50.72;80.38;08/06/2012
735.34;34.2;14;44.83;82.29;09/06/2012
735.34;30.37;14;40.99;82.29;10/06/2012
735.35;27.86;14;38.48;82.43;11/06/2012
735.51;25.64;14;36.27;84.62;12/06/2012
735.53;23.48;14;34.11;84.89;13/06/2012
735.53;22.28;14;32.9;84.89;14/06/2012
735.54;19.98;14;30.6;85.03;15/06/2012
735.54;17.02;14;27.64;85.03;16/06/2012
735.52;14.52;14;25.13;84.76;17/06/2012
735.5;10.83;14;21.44;84.48;18/06/2012
735.49;10.6;14;21.2;84.34;19/06/2012
735.56;38.4;14;49;85.31;20/06/2012
735.6;24.4;14;35;85.85;21/06/2012
735.69;24.27;14;34.86;87.09;22/06/2012
735.69;20.44;14;31.03;87.09;23/06/2012
735.7;17.68;14;28.26;87.23;24/06/2012
735.75;14.02;14;24.6;87.92;25/06/2012
735.75;11.74;14;22.32;87.92;26/06/2012
735.74;10.14;14;20.71;87.78;27/06/2012
735.72;10.3;14;20.87;87.5;28/06/2012
735.72;10.02;14;20.58;87.5;29/06/2012
735.72;10.78;14;21.34;87.5;30/06/2012
735.72;11.44;14;21.99;87.5;01/07/2012
735.74;11.44;14;21.99;87.78;02/07/2012
735.75;10.86;14;21.4;87.92;03/07/2012
735.7;10;14;20.54;87.23;04/07/2012
735.7;9.24;14;19.77;87.23;05/07/2012
735.66;12.06;14;22.59;86.68;06/07/2012
735.65;11.92;14;22.45;86.54;07/07/2012
735.68;11.8;14;22.32;86.95;08/07/2012
735.65;12.96;14;23.48;86.54;09/07/2012
735.68;13.42;14;23.94;86.95;10/07/2012
735.66;9.98;14;20.49;86.68;11/07/2012
735.64;10.08;14;20.59;86.4;12/07/2012
735.65;10;12;20.51;86.54;13/07/2012
735.64;13.48;14;23.99;86.4;14/07/2012
735.63;15.4;14;25.9;86.26;15/07/2012
735.65;28.1;14;38.6;86.54;16/07/2012
735.74;46.4;14;56.9;87.78;17/07/2012
735.87;46.6;14;57.1;89.57;18/07/2012
735.83;34.7;14;45.2;89.02;19/07/2012
735.99;24.87;14;35.37;91.23;20/07/2012
735.99;19.82;14;30.33;91.23;21/07/2012
736;15.1;14;25.6;91.37;22/07/2012
736;12.74;14;23.24;91.37;23/07/2012
736;12.22;14;22.72;91.37;24/07/2012
736;12.26;14;22.76;91.37;25/07/2012
736;12.82;14;23.32;91.37;26/07/2012
735.98;12.76;14;23.26;91.09;27/07/2012
735.97;12.06;14;22.56;90.95;28/07/2012
735.95;11.36;14;21.87;90.68;29/07/2012
735.92;10.08;14;20.59;90.26;30/07/2012
735.9;8.38;14;18.89;89.98;31/07/2012
735.89;7.8;14;18.31;89.85;01/08/2012
735.89;7.08;14;17.59;89.85;02/08/2012
735.87;6.32;14;16.83;89.57;03/08/2012
735.85;6.42;14;16.93;89.3;04/08/2012
735.82;6.94;14;17.45;88.88;05/08/2012
735.8;6.9;14;17.41;88.6;06/08/2012
735.78;7.04;14;17.55;88.33;07/08/2012
735.76;7.88;14;18.39;88.05;08/08/2012
735.75;7.84;14;18.35;87.92;09/08/2012
735.74;7.86;14;18.37;87.78;10/08/2012
735.72;7.98;14;18.49;87.5;11/08/2012
735.7;8.02;14;18.54;87.23;12/08/2012
735.67;7.4;14;17.92;86.82;13/08/2012
735.64;7.44;14;17.96;86.4;14/08/2012
735.61;7.44;14;17.95;85.99;15/08/2012
735.59;7.46;14;17.98;85.71;16/08/2012
735.58;7.4;14;17.92;85.58;17/08/2012
735.55;7.4;14;17.92;85.17;18/08/2012
735.52;6.84;14;17.36;84.76;19/08/2012
735.49;6.26;14;16.77;84.34;20/08/2012
735.46;5.66;14;16.17;83.93;21/08/2012
735.43;5.18;14;15.69;83.52;22/08/2012
735.41;5.18;14;15.69;83.25;23/08/2012
735.39;5.16;15;15.67;82.97;24/08/2012
735.36;5.16;14;15.67;82.56;25/08/2012
735.32;5.08;14;15.59;82.02;26/08/2012
735.31;5.62;14;16.13;81.88;27/08/2012
735.29;5.6;14;16.1;81.61;28/08/2012
735.25;5.6;14;16.1;81.06;29/08/2012
735.23;5.64;14;16.14;80.79;30/08/2012
735.2;5.62;14;16.12;80.38;31/08/2012
735.18;6.22;14;16.71;80.11;01/09/2012
735.15;6.26;14;16.75;79.7;02/09/2012
735.15;6.8;15;17.29;79.7;03/09/2012
735.11;6.8;14;17.29;79.16;04/09/2012
735.08;6.86;14;17.34;78.75;05/09/2012
735.04;5.64;14;16.12;78.2;06/09/2012
735.03;5.7;14;16.18;78.07;07/09/2012
735.03;5.22;13;15.69;78.07;08/09/2012
734.99;5.26;13;15.73;77.53;09/09/2012
734.95;5.9;14;16.36;76.99;10/09/2012
734.91;5.94;20;16.4;76.44;11/09/2012
734.87;5.32;14;15.78;75.9;12/09/2012
734.85;4.7;14;15.15;75.63;13/09/2012
734.81;4.06;14;14.51;75.09;14/09/2012
734.77;2.88;14;13.32;74.55;15/09/2012
734.73;2.36;14;12.8;74.01;16/09/2012
734.7;3.54;14;13.98;73.61;17/09/2012
734.7;4.76;14;15.19;73.61;18/09/2012
734.66;5.94;14;16.37;73.07;19/09/2012
734.65;7;14;17.42;72.94;20/09/2012
734.64;8.02;14;18.44;72.8;21/09/2012
734.64;8;14;18.42;72.8;22/09/2012
734.64;7.36;14;17.77;72.8;23/09/2012
734.6;7.22;15;17.63;72.26;24/09/2012
734.56;7.18;14;17.58;71.73;25/09/2012
734.52;7.16;14;17.56;71.19;26/09/2012
734.5;7.08;14;17.47;70.92;27/09/2012
734.48;7.58;14;17.97;70.66;28/09/2012
734.48;7.76;14;18.14;70.66;29/09/2012
734.45;7.96;14;18.34;70.26;30/09/2012
734.41;8.08;14;18.45;69.72;01/10/2012
734.38;8.2;14;18.57;69.32;02/10/2012
734.33;8.36;15;18.72;68.66;03/10/2012
734.3;7.7;14;18.06;68.26;04/10/2012
734.26;6.96;14;17.31;67.73;05/10/2012
734.24;6.4;14;16.75;67.46;06/10/2012
734.21;5.26;14;15.6;67.06;07/10/2012
734.18;4.64;14;14.98;66.66;08/10/2012
734.14;4.76;14;15.09;66.13;09/10/2012
734.12;5.3;14;15.62;65.87;10/10/2012
734.08;5.72;14;16.04;65.34;11/10/2012
734.06;6.64;14;16.95;65.08;12/10/2012
734.05;7.18;14;17.49;64.95;13/10/2012
734.02;7.84;14;18.14;64.55;14/10/2012
733.99;8.56;14;18.86;64.16;15/10/2012
733.98;8.76;14;19.05;64.03;16/10/2012
733.96;8.48;14;18.77;63.78;17/10/2012
733.95;8.02;14;18.31;63.66;18/10/2012
733.95;7.3;14;17.58;63.66;19/10/2012
733.91;7.28;14;17.56;63.15;20/10/2012
733.87;10.02;14;20.3;62.65;21/10/2012
733.86;11.64;14;21.91;62.52;22/10/2012
733.86;13.26;14;23.53;62.52;23/10/2012
733.86;13.9;14;24.17;62.52;24/10/2012
733.87;13.36;14;23.62;62.65;25/10/2012
733.84;12.8;14;23.06;62.27;26/10/2012
733.84;12.8;14;23.06;62.27;27/10/2012
733.84;12.24;14;22.5;62.27;28/10/2012
733.85;12.24;14;22.5;62.39;29/10/2012
733.82;11.24;14;21.49;62.02;30/10/2012
733.8;8.56;14;18.81;61.76;31/10/2012
733.77;6.98;14;17.23;61.39;01/11/2012
733.74;5.24;14;15.49;61.02;02/11/2012
733.7;4.72;14;14.97;60.52;03/11/2012
733.67;5.26;14;15.51;60.15;04/11/2012
733.65;5.32;14;15.57;59.9;05/11/2012
733.62;4.88;14;15.14;59.53;06/11/2012
733.58;5.42;14;15.68;59.04;07/11/2012
733.57;5.66;14;15.92;58.92;08/11/2012
733.55;6.84;14;17.1;58.68;09/11/2012
733.51;8.8;14;19.07;58.19;10/11/2012
733.5;10.2;14;20.47;58.07;11/11/2012
733.5;10.1;14;20.37;58.07;12/11/2012
733.5;9.52;14;19.8;58.07;13/11/2012
733.5;7.98;14;18.26;58.07;14/11/2012
733.46;5.76;14;16.05;57.58;15/11/2012
733.44;4.36;14;14.65;57.34;16/11/2012
733.42;4.32;14;14.61;57.1;17/11/2012
733.4;4.5;14;14.8;56.85;18/11/2012
733.36;5.1;14;15.4;56.37;19/11/2012
733.32;4.76;14;15.07;55.9;20/11/2012
733.27;4.62;14;14.93;55.3;21/11/2012
733.24;4.94;14;15.26;54.94;22/11/2012
733.19;5.58;14;15.9;54.34;23/11/2012
733.16;5;14;15.33;53.99;24/11/2012
733.14;7.78;14;18.11;53.76;25/11/2012
733.13;10.18;14;20.52;53.64;26/11/2012
733.12;10.5;17;20.84;53.52;27/11/2012
733.14;10.38;14;20.73;53.76;28/11/2012
733.11;13.54;14;23.89;53.4;29/11/2012
733.1;13.06;14;23.42;53.29;30/11/2012
733.1;11.76;14;22.13;53.29;01/12/2012
733.1;11.26;14;21.63;53.29;02/12/2012
733.12;11.42;14;21.8;53.52;03/12/2012
733.1;8.54;14;18.92;53.29;04/12/2012
733.08;6.34;14;16.73;53.05;05/12/2012
733.04;5.8;14;16.19;52.58;06/12/2012
733;5.44;14;15.83;52.11;07/12/2012
732.97;4.42;14;14.81;51.77;08/12/2012
732.94;3.98;14;14.38;51.42;09/12/2012
732.92;3.98;14;14.38;51.19;10/12/2012
732.92;8.08;14;18.51;51.19;11/12/2012
732.87;12.66;14;23.06;50.61;12/12/2012
732.9;18.8;14;29.21;50.96;13/12/2012
732.89;26.2;14;36.61;50.84;14/12/2012
733.1;61.3;14;71.72;53.29;15/12/2012
733.24;57.2;14;67.62;54.94;16/12/2012
733.27;38.2;14;48.62;55.3;17/12/2012
733.29;41.8;14;52.22;55.54;18/12/2012
733.51;36.7;14;47.13;58.19;19/12/2012
733.61;34.3;14;44.73;59.41;20/12/2012
733.67;18.3;14;28.73;60.15;21/12/2012
733.85;39.6;14;50.04;62.39;22/12/2012
733.82;14.8;14;25.23;62.02;23/12/2012
733.8;14.8;14;25.23;61.76;24/12/2012
733.8;13.52;14;23.95;61.76;25/12/2012
733.8;12.6;14;23.03;61.76;26/12/2012
733.79;12.7;14;23.12;61.64;27/12/2012
733.79;15.6;14;26.02;61.64;28/12/2012
733.78;18.9;14;29.32;61.51;29/12/2012
733.83;20.74;14;31.15;62.14;30/12/2012
733.83;21.64;14;32.05;62.14;31/12/2012
733.91;19.98;14;30.39;63.15;01/01/2013
733.95;16.52;14;26.92;63.66;02/01/2013
733.92;12.58;14;22.98;63.28;03/01/2013
733.91;9;14;22.19;63.15;04/01/2013
733.92;7;14;22.19;63.28;05/01/2013
733.92;18;14;23.21;63.28;06/01/2013
733.96;15;15;25.6;63.78;07/01/2013
733.95;15.15;14;28.4;63.66;08/01/2013
733.95;21;14;28.99;63.66;09/01/2013
733.95;21;14;31.36;63.66;10/01/2013
733.98;21;14;31.35;64.03;11/01/2013
734.06;26;14;36.35;65.08;12/01/2013
734.12;29;14;39.35;65.87;13/01/2013
734.22;42;14;52.34;67.19;14/01/2013
734.22;36;15;46.34;67.19;15/01/2013
734.34;33;14;43.33;68.79;16/01/2013
734.39;24;14;34.33;69.45;17/01/2013
734.43;16;14;28.66;69.99;18/01/2013
734.43;15;14;26.92;69.99;19/01/2013
734.45;15;14;23.92;70.26;20/01/2013
734.43;13;14;22.12;69.99;21/01/2013
734.43;9;14;22.11;69.99;22/01/2013
734.44;7;14;22.11;70.12;23/01/2013
734.45;15;14;22.31;70.26;24/01/2013
734.45;15;14;22.76;70.26;25/01/2013
734.46;14;14;23.9;70.39;26/01/2013
734.46;11.28;15;22.86;70.39;27/01/2013
734.47;12.67;14;21.77;70.52;28/01/2013
734.47;9.84;14;20.88;70.52;29/01/2013
734.47;9.54;14;19.94;70.52;30/01/2013
734.47;9.54;14;19.84;70.52;31/01/2013
734.49;28;14;38.31;70.79;01/02/2013
734.49;10;14;20.31;70.79;02/02/2013
734.49;12;14;21.98;70.79;03/02/2013
734.48;13;14;21.32;70.66;04/02/2013
734.48;10;14;21.92;70.66;05/02/2013
734.48;10;14;22.72;70.66;06/02/2013
734.46;13;14;23.73;70.39;07/02/2013
734.47;16;14;24.13;70.52;08/02/2013
734.47;18;14;24.74;70.52;09/02/2013
734.49;12;14;25.74;70.79;10/02/2013
734.49;13;14;25.55;70.79;11/02/2013
734.51;18;14;25.55;71.06;12/02/2013
734.51;15;14;25.56;71.06;13/02/2013
734.48;18;14;25.57;70.66;14/02/2013
734.5;12;14;23.88;70.92;15/02/2013
734.51;13;15;23.32;71.06;16/02/2013
734.5;9.54;15;24.16;70.92;17/02/2013
734.5;12.18;15;26.22;70.92;18/02/2013
734.5;22.13;14;26.22;70.92;19/02/2013
734.53;22.27;14;27.5;71.33;20/02/2013
734.56;12.97;14;28.84;71.73;21/02/2013
734.56;15.9;14;28.78;71.73;22/02/2013
734.56;18.82;14;29.27;71.73;23/02/2013
734.58;21.8;14;32.24;72;24/02/2013
734.57;27.69;14;38.14;71.86;25/02/2013
734.78;45.39;14;55.85;74.69;26/02/2013
734.85;33.67;14;44.14;75.63;27/02/2013
734.88;30.73;14;41.21;76.03;28/02/2013
734.88;25;14;35.48;76.03;01/03/2013
734.88;22;14;32.49;76.03;02/03/2013
735;19;14;27.5;77.66;03/03/2013
734.99;10;14;24.71;77.53;04/03/2013
734.98;10;14;22.31;77.39;05/03/2013
734.97;10;14;20.52;77.26;06/03/2013
734.96;10;14;20.52;77.12;07/03/2013
735;25;15;35.53;77.66;08/03/2013
735.04;25;15;35.54;78.2;09/03/2013
735.06;19;14;29.54;78.48;10/03/2013
735.06;25;14;35.55;78.48;11/03/2013
735.06;13;14;23.55;78.48;12/03/2013
735.14;25;14;35.56;79.57;13/03/2013
735.14;10;14;20.56;79.57;14/03/2013
735.14;13;14;23.57;79.57;15/03/2013
735.14;16;14;26.57;79.57;16/03/2013
735.19;28;14;38.58;80.24;17/03/2013
735.18;19;14;29.58;80.11;18/03/2013
735.26;28;14;38.59;81.2;19/03/2013
735.29;31;14;41.59;81.61;20/03/2013
735.34;34;14;44.6;82.29;21/03/2013
735.4;16;14;26.6;83.11;22/03/2013
735.4;13;14;25.6;83.11;23/03/2013
735.38;15.97;14;27.59;82.84;24/03/2013
735.44;21.97;14;32.59;83.66;25/03/2013
735.46;27.98;14;38.6;83.93;26/03/2013
735.53;24.97;14;35.6;84.89;27/03/2013
735.53;24.98;14;35.61;84.89;28/03/2013
735.61;24.98;14;35.61;85.99;29/03/2013
735.63;19;14;29.63;86.26;30/03/2013
735.63;12.97;14;24.63;86.26;31/03/2013
735.63;10;14;24.23;86.26;01/04/2013
735.63;13;14;22.43;86.26;02/04/2013
735.62;13;14;21.84;86.13;03/04/2013
735.62;10;14;22.44;86.13;04/04/2013
735.6;10;14;22.44;85.85;05/04/2013
735.6;13;14;23.64;85.85;06/04/2013
735.6;13;14;24.84;85.85;07/04/2013
735.63;19;14;24.84;86.26;08/04/2013
735.63;16;14;24.84;86.26;09/04/2013
735.62;10;14;25.45;86.13;10/04/2013
735.62;13;14;23.65;86.13;11/04/2013
735.62;16;14;26.65;86.13;12/04/2013
735.67;25;14;35.65;86.82;13/04/2013
735.74;34;14;44.65;87.78;14/04/2013
735.8;31;14;41.66;88.6;15/04/2013
735.8;28;14;38.65;88.6;16/04/2013
735.91;28;15;38.66;90.13;17/04/2013
735.94;22;15;32.66;90.54;18/04/2013
735.96;22;14;28.66;90.81;19/04/2013
735.95;10;14;27.86;90.68;20/04/2013
735.95;14;14;24.26;90.68;21/04/2013
735.93;8;14;23.26;90.4;22/04/2013
735.93;14;14;22.86;90.4;23/04/2013
735.94;17;14;22.86;90.54;24/04/2013
735.92;8;14;24.06;90.26;25/04/2013
735.92;14;14;24.06;90.26;26/04/2013
735.92;14;14;22.25;90.26;27/04/2013
735.92;14;14;22.85;90.26;28/04/2013
735.9;8;14;21.65;89.98;29/04/2013
735.89;11;14;21.65;89.85;30/04/2013
735.87;8;14;21.05;89.57;01/05/2013
735.87;14;14;21.65;89.57;02/05/2013
735.86;11;14;21.65;89.43;03/05/2013
735.85;11;14;24.05;89.3;04/05/2013
735.84;10;14;18.6;89.16;05/05/2013
735.86;10;14;15.95;89.43;06/05/2013
735.83;10;14;13.9;89.02;07/05/2013
735.81;7;14;11.26;88.74;08/05/2013
735.8;10;14;9.21;88.6;09/05/2013
735.8;7;14;9.21;88.6;10/05/2013
735.76;10;14;9.21;88.05;11/05/2013
735.74;10;14;8.61;87.78;12/05/2013
735.74;7;14;8.61;87.78;13/05/2013
735.71;7;15;8.01;87.37;14/05/2013
735.71;7;14;8.01;87.37;15/05/2013
735.68;7;14;8.61;86.95;16/05/2013
735.69;10;14;9.21;87.09;17/05/2013
735.68;10;14;10.41;86.95;18/05/2013
735.68;10;14;11.01;86.95;19/05/2013
735.68;13;14;12.21;86.95;20/05/2013
735.67;10;20;12.81;86.82;21/05/2013
735.68;16;14;13.41;86.95;22/05/2013
735.65;13;14;13.41;86.54;23/05/2013
735.67;13;14;13.41;86.82;24/05/2013
735.67;13;14;12.81;86.82;25/05/2013
735.67;10;14;12.2;86.82;26/05/2013
735.63;13;14;10.99;86.26;27/05/2013
735.63;9.95;14;10.98;86.26;28/05/2013
735.63;6.94;14;10.97;86.26;29/05/2013
735.63;12.97;14;10.97;86.26;30/05/2013
735.63;9.96;14;14.23;86.26;31/05/2013
735.6;12.97;14;16.89;85.85;01/06/2013
735.6;16;14;19.54;85.85;02/06/2013
735.62;10;14;22.2;86.13;03/06/2013
735.62;16;14;23.66;86.13;04/06/2013
735.62;13;14;22.46;86.13;05/06/2013
735.62;10;14;22.45;86.13;06/06/2013
735.62;10;14;21.25;86.13;07/06/2013
735.61;10;14;20.65;85.99;08/06/2013
735.61;10;14;20.65;85.99;09/06/2013
735.6;10;14;20.65;85.85;10/06/2013
735.57;10;14;20.64;85.44;11/06/2013
735.56;10;14;20.04;85.31;12/06/2013
735.57;10;14;20.04;85.44;13/06/2013
735.54;7;14;20.03;85.03;14/06/2013
735.52;10;14;21.83;84.76;15/06/2013
735.52;7;14;20.03;84.76;16/06/2013
735.54;10;14;21.82;85.03;17/06/2013
735.54;10;14;22.42;85.03;18/06/2013
735.53;19;14;23.01;84.89;19/06/2013
735.52;13;14;23.01;84.76;20/06/2013
735.51;10;14;23;84.62;21/06/2013
735.5;10;14;21.2;84.48;22/06/2013
735.48;10;14;20.58;84.21;23/06/2013
735.52;10;14;22.97;84.76;24/06/2013
735.53;9.96;14;24.56;84.89;25/06/2013
735.6;21.97;14;32.56;85.85;26/06/2013
735.62;36.99;14;47.56;86.13;27/06/2013
735.78;49.1;14;59.67;88.33;28/06/2013
735.79;34.07;14;44.63;88.47;29/06/2013
735.87;22.01;14;32.57;89.57;30/06/2013
735.88;19.02;14;29.59;89.71;01/07/2013
735.99;25;14;35.56;91.23;02/07/2013
735.99;37;14;47.56;91.23;03/07/2013
736.04;28;14;38.55;91.92;04/07/2013
736.04;22;14;32.55;91.92;05/07/2013
736.04;22;14;28.54;91.92;06/07/2013
736.07;10;14;26.54;92.34;07/07/2013
736.06;13;14;24.14;92.2;08/07/2013
736.06;13;14;22.33;92.2;09/07/2013
736.06;10;14;22.93;92.2;10/07/2013
736.06;13;14;22.33;92.2;11/07/2013
736.06;13;14;22.32;92.2;12/07/2013
736.04;10;14;22.92;91.92;13/07/2013
736.05;13;14;21.72;92.06;14/07/2013
736.05;13;14;20.52;92.06;15/07/2013
736.04;7;14;19.91;91.92;16/07/2013
736.02;7;14;19.31;91.64;17/07/2013
736;7;14;18.71;91.37;18/07/2013
735.97;10;14;19.31;90.95;19/07/2013
735.94;10;14;21.11;90.54;20/07/2013
735.96;10;14;23.51;90.81;21/07/2013
735.97;16;14;25.91;90.95;22/07/2013
735.99;19;14;29.51;91.23;23/07/2013
735.99;22;14;32.51;91.23;24/07/2013
735.99;25;14;35.51;91.23;25/07/2013
736.05;22;14;32.51;92.06;26/07/2013
736.08;18;14;27.51;92.48;27/07/2013
