ota (m);Afluencia (m3/s);Defluencia (m3/s);Vazao Natural (m3/s);Volume Util (%);Data da Medicao
735.92;85;15;95.63;90.26;12/03/2019
735.88;72;15;82.63;89.71;13/03/2019
735.85;53;15;63.63;89.3;14/03/2019
735.88;32;15;42.64;89.71;15/03/2019
735.84;46;15;56.64;89.16;16/03/2019
735.97;60;15;70.65;90.95;17/03/2019
735.93;56;15;66.65;90.4;18/03/2019
735.93;60;15;70.66;90.4;19/03/2019
735.99;33;15;43.66;91.23;20/03/2019
735.97;44;15;54.66;90.95;21/03/2019
735.94;35;15;45.67;90.54;22/03/2019
735.99;29;15;39.67;91.23;23/03/2019
736.04;27;15;37.68;91.92;24/03/2019
736.06;21;15;31.68;92.2;25/03/2019
736.05;14;15;29.02;92.06;26/03/2019
736.02;20;15;26.89;91.64;27/03/2019
736.03;14;15;25.89;91.79;28/03/2019
736.03;12;15;25.69;91.79;29/03/2019
736.04;16;15;24.29;91.92;30/03/2019
736.04;13;15;23.49;91.92;31/03/2019
736.04;13;15;23.66;91.92;01/04/2019
736.03;10;15;22.48;91.79;02/04/2019
736.03;13;15;21.9;91.79;03/04/2019
736.02;10;15;23.3;91.64;04/04/2019
736.01;10;15;24.5;91.51;05/04/2019
736.03;20;15;26.03;91.79;06/04/2019
736.04;16;15;26.7;91.92;07/04/2019
736.12;37;15;47.71;93.03;08/04/2019
736.17;54;15;64.71;93.73;09/04/2019
736.13;42;15;52.71;93.17;10/04/2019
736.09;46;15;56.71;92.62;11/04/2019
736.17;38;15;48.71;93.73;12/04/2019
736.13;33;15;43.71;93.17;13/04/2019
736.09;22;15;32.71;92.62;14/04/2019
736.09;13;15;27.71;92.62;15/04/2019
736.1;16;15;26.51;92.75;16/04/2019
736.11;15;15;24.51;92.89;17/04/2019
736.12;13;15;24.51;93.03;18/04/2019
736.12;12;15;23.31;93.03;19/04/2019
736.12;13;15;23.71;93.03;20/04/2019
736.1;10;15;23.11;92.75;21/04/2019
736.11;17;15;22.7;92.89;22/04/2019
736.1;10;15;22.1;92.75;23/04/2019
736.09;10;15;22.45;92.62;24/04/2019
736.09;14;15;23.1;92.62;25/04/2019
736.08;14;15;23.9;92.48;26/04/2019
736.07;10;15;20.7;92.34;27/04/2019
736.12;31;15;41.7;93.03;28/04/2019
736.17;30;15;40.7;93.73;29/04/2019
736.19;19.18;15;29.88;94;30/04/2019
736.2;16;15;27.76;94.14;01/05/2019
736.17;16;15;26.74;93.73;02/05/2019
736.13;20;15;25.3;93.17;03/05/2019
736.09;9;15;23.5;92.62;04/05/2019
736.08;12;15;22.9;92.48;05/05/2019
736.08;7;15;21.3;92.48;06/05/2019
736.07;13;15;21.9;92.34;07/05/2019
736.07;12;15;21.5;92.34;08/05/2019
736.07;12;15;22.5;92.34;09/05/2019
736.06;10;15;22.3;92.2;10/05/2019
736.06;12;15;22.9;92.2;11/05/2019
736.06;12;15;23.5;92.2;12/05/2019
736.07;15;15;23.9;92.34;13/05/2019
736.08;15;15;24.7;92.48;14/05/2019
736.08;12;15;22.7;92.48;15/05/2019
736.17;40;15;50.71;93.73;16/05/2019
736.17;30;15;40.71;93.73;17/05/2019
736.13;52;15;62.71;93.17;18/05/2019
736.09;44;15;54.71;92.62;19/05/2019
736.14;28;15;38.71;93.31;20/05/2019
736.15;16;15;26.72;93.45;21/05/2019
736.15;14;15;25.05;93.45;22/05/2019
736.15;13;15;23.56;93.45;23/05/2019
736.15;12.2;15;22.76;93.45;24/05/2019
736.14;9;15;22.44;93.31;25/05/2019
736.14;12;15;22.38;93.31;26/05/2019
736.14;12.4;15;24.32;93.31;27/05/2019
736.14;12.7;15;26.32;93.31;28/05/2019
736.16;21.91;15;28.58;93.59;29/05/2019
736.19;18.98;15;29.7;94;30/05/2019
736.15;27.5;15;38.22;93.45;31/05/2019
736.12;53;15;63.72;93.03;01/06/2019
736.1;48;15;58.72;92.75;02/06/2019
736.14;40;15;50.72;93.31;03/06/2019
736.13;34;15;44.72;93.17;04/06/2019
736.11;21;15;31.72;92.89;05/06/2019
736.14;16;12.1;28.38;93.31;06/06/2019
736.15;16;12.8;26.52;93.45;07/06/2019
736.15;13;12.9;24.91;93.45;08/06/2019
736.15;13;12.8;24.31;93.45;09/06/2019
736.15;13;12.5;23.11;93.45;10/06/2019
736.15;13;15;23.11;93.45;11/06/2019
736.14;10;15;22.5;93.31;12/06/2019
736.14;13;15;22.5;93.31;13/06/2019
736.13;10;15;21.9;93.17;14/06/2019
736.13;13;15;21.89;93.17;15/06/2019
736.12;10;15;21.29;93.03;16/06/2019
736.11;10;15;21.28;92.89;17/06/2019
736.1;10;15;20.68;92.75;18/06/2019
736.09;10;15;20.67;92.62;19/06/2019
736.08;10;15;20.47;92.48;20/06/2019
736.07;10;15;20.26;92.34;21/06/2019
736.06;9;15;20.26;92.2;22/06/2019
736.05;9;15;19.65;92.06;23/06/2019
736.04;10;15;19.65;91.92;24/06/2019
736.03;7;15;19.64;91.79;25/06/2019
736.01;10;15;19.83;91.51;26/06/2019
735.99;9;15;19.83;91.23;27/06/2019
735.99;10;15;20.42;91.23;28/06/2019
735.97;10;15;20.37;90.95;29/06/2019
735.96;10;15;19.41;90.81;30/06/2019
735.95;10;15;19.4;90.68;01/07/2019
735.93;7;15;18.6;90.4;02/07/2019
735.91;7;15;17.59;90.13;03/07/2019
736.03;49;15;59.59;91.79;04/07/2019
736.19;60;15;70.59;94;05/07/2019
736.28;39;15;49.59;95.25;06/07/2019
736.33;33;15;43.59;95.95;07/07/2019
736.36;21;15;31.59;96.37;08/07/2019
736.36;15;15;26.92;96.37;09/07/2019
736.32;13;15;26.58;95.81;10/07/2019
736.28;21;15;24.17;95.25;11/07/2019
736.27;10;15;22.97;95.12;12/07/2019
736.26;9;15;22.77;94.97;13/07/2019
736.25;9;15;20.96;94.84;14/07/2019
736.24;12;15;20.76;94.7;15/07/2019
736.24;9;15;20.76;94.7;16/07/2019
736.24;12;15;20.96;94.7;17/07/2019
736.23;9;15;20.56;94.56;18/07/2019
736.22;10;15;20.55;94.42;19/07/2019
736.21;10;15;20.15;94.28;20/07/2019
736.2;9;15;19.75;94.14;21/07/2019
736.19;10;15;19.95;94;22/07/2019
736.17;8.98;15;21.29;93.73;23/07/2019
736.16;10.57;15;19.56;93.59;24/07/2019
736.14;10.17;15;19.62;93.31;25/07/2019
736.13;7;15;19.6;93.17;26/07/2019
736.12;10.27;15;19.08;93.03;27/07/2019
736.1;7.22;15;19.05;92.75;28/07/2019
736.08;8;15;19.05;92.48;29/07/2019
736.07;10;15;18.4;92.34;30/07/2019
736.05;7;15;19.15;92.06;31/07/2019
736.03;7;15;19.56;91.79;01/08/2019
736.02;11;15;19.16;91.64;02/08/2019
736.01;10;15;18.96;91.51;03/08/2019
735.99;8;15;19.56;91.23;04/08/2019
735.98;6;15;18.76;91.09;05/08/2019
735.97;10;15;18.76;90.95;06/08/2019
735.95;7;15;18.56;90.68;07/08/2019
735.94;10;15;18.76;90.54;08/08/2019
735.92;7;15;18.77;90.26;09/08/2019
735.91;7;15;18.97;90.13;10/08/2019
735.89;10;15;18.77;89.85;11/08/2019
735.87;8;15;18.77;89.57;12/08/2019
735.86;9;15;18.77;89.43;13/08/2019
735.84;7;15;18.17;89.16;14/08/2019
735.82;7;15;18.57;88.88;15/08/2019
735.8;7;15;18.17;88.6;16/08/2019
735.79;10;15;18.77;88.47;17/08/2019
735.77;7;15;19.37;88.19;18/08/2019
735.76;10;15;20.37;88.05;19/08/2019
735.75;10;15;20.17;87.92;20/08/2019
735.75;12;15;20.97;87.92;21/08/2019
735.74;9;15;20.97;87.78;22/08/2019
735.73;11;15;20.97;87.64;23/08/2019
735.72;10;15;19.97;87.5;24/08/2019
735.71;10;15;20.17;87.37;25/08/2019
735.69;7;10;19.37;87.09;26/08/2019
735.68;10;15;18.77;86.95;27/08/2019
735.66;7;15;18.16;86.68;28/08/2019
735.64;7;15;19.36;86.4;29/08/2019
735.62;7;15;19.76;86.13;30/08/2019
735.62;13;15;23.16;86.13;31/08/2019
735.62;12;15;26.89;86.13;01/09/2019
735.66;24;15;34.56;86.68;02/09/2019
735.7;25;15;35.55;87.23;03/09/2019
735.7;13;15;23.55;87.23;04/09/2019
735.7;12;15;23.88;87.23;05/09/2019
735.71;15;15;24.35;87.37;06/09/2019
735.72;16;15;23.94;87.5;07/09/2019
735.72;13;15;23.14;87.5;08/09/2019
735.71;11;15;21.14;87.37;09/09/2019
735.69;8;15;19.53;87.09;10/09/2019
735.65;5;15;17.73;86.54;11/09/2019
735.64;8;15;16.93;86.4;12/09/2019
735.61;4;15;16.72;85.99;13/09/2019
735.59;7;15;17.12;85.71;14/09/2019
735.57;7;15;16.91;85.44;15/09/2019
735.55;7;15;17.71;85.17;16/09/2019
735.54;7;15;17.3;85.03;17/09/2019
735.52;8;15;17.9;84.76;18/09/2019
735.48;5;15;17.9;84.21;19/09/2019
735.47;10;15;18.49;84.07;20/09/2019
735.46;7;15;18.28;83.93;21/09/2019
735.44;10;15;19.3;83.66;22/09/2019
735.42;6.98;15;19.23;83.38;23/09/2019
735.41;10.1;15;19.19;83.25;24/09/2019
735.4;9.7;15;19.17;83.11;25/09/2019
735.38;6.82;15;18.41;82.84;26/09/2019
735.37;9.91;15;17.77;82.7;27/09/2019
735.34;3;15;17.79;82.29;28/09/2019
735.34;7;15;17.43;82.29;29/09/2019
735.31;10;15;17.04;81.88;30/09/2019
735.28;5;15;17.83;81.47;01/10/2019
735.26;8;15;17.23;81.2;02/10/2019
735.23;7;15;16.22;80.79;03/10/2019
735.21;4;15;17.21;80.52;04/10/2019
735.18;5;15;17.61;80.11;05/10/2019
735.16;10;15;18.2;79.84;06/10/2019
735.16;10;15;18.6;79.84;07/10/2019
735.15;10;15;19.39;79.7;08/10/2019
735.13;6;15;18.98;79.43;09/10/2019
735.12;9;15;18.38;79.29;10/10/2019
735.1;8;15;17.17;79.02;11/10/2019
735.07;7;15;17.57;78.61;12/10/2019
735.05;4;15;16.56;78.34;13/10/2019
735.03;8;15;16.35;78.07;14/10/2019
734.99;4;15;15.75;77.53;15/10/2019
734.98;7;15;17.54;77.39;16/10/2019
734.95;4;15;16.74;76.99;17/10/2019
734.94;13;15;16.73;76.85;18/10/2019
734.93;4;15;17.33;76.71;19/10/2019
734.92;4;15;17.32;76.58;20/10/2019
734.88;10;15;15.72;76.03;21/10/2019
734.85;4;15;16.32;75.63;22/10/2019
734.82;5;15;16.34;75.23;23/10/2019
734.8;7;15;15.33;74.96;24/10/2019
734.77;4.16;15;15.95;74.55;25/10/2019
734.74;4.96;15;15.9;74.15;26/10/2019
734.72;7.11;15;15.39;73.88;27/10/2019
734.69;4.76;15;15.51;73.48;28/10/2019
734.66;4.47;15;15.47;73.07;29/10/2019
734.63;4.76;15;15.04;72.67;30/10/2019
734.6;4.76;15;14.49;72.26;31/10/2019
734.57;5;15;14.6;71.86;01/11/2019
734.53;2;15;14.45;71.33;02/11/2019
734.51;5;15;17.29;71.06;03/11/2019
734.47;4;15;18.69;70.52;04/11/2019
734.49;19;15;20.1;70.79;05/11/2019
734.49;12;15;20.9;70.79;06/11/2019
734.48;9;15;21.9;70.66;07/11/2019
734.47;9;15;19.9;70.52;08/11/2019
734.46;9;15;19.3;70.39;09/11/2019
734.45;9;15;19.31;70.26;10/11/2019
734.44;9;15;19.31;70.12;11/11/2019
734.43;9;15;19.91;69.99;12/11/2019
734.42;9;15;20.72;69.86;13/11/2019
734.42;12;15;21.72;69.86;14/11/2019
734.42;13;15;21.53;69.86;15/11/2019
734.44;14;15;21.13;70.12;16/11/2019
734.44;8;15;19.94;70.12;17/11/2019
734.41;7;15;18.54;69.72;18/11/2019
734.39;6;15;17.15;69.45;19/11/2019
734.37;6;15;16.84;69.19;20/11/2019
734.35;7;15;17.33;68.92;21/11/2019
734.33;6.42;15;17.74;68.66;22/11/2019
734.32;9.43;15;17.74;68.52;23/11/2019
734.31;8;15;17.55;68.39;24/11/2019
734.29;6;15;18.07;68.12;25/11/2019
734.28;6;15;20.79;67.99;26/11/2019
734.32;9;15;22.2;68.52;27/11/2019
734.36;23;15;24.51;69.06;28/11/2019
734.37;15;15;26.11;69.19;29/11/2019
734.39;17.5;15;25.52;69.45;30/11/2019
734.4;14;15;22.53;69.59;01/12/2019
734.38;6;15;21.33;69.32;02/12/2019
734.37;8;15;21.44;69.19;03/12/2019
734.36;9;15;21.05;69.06;04/12/2019
734.38;18;15;22.05;69.32;05/12/2019
734.38;12;15;22.06;69.32;06/12/2019
734.38;11;15;21.46;69.32;07/12/2019
734.37;8;15;22.07;69.19;08/12/2019
734.35;6;15;23.07;68.92;09/12/2019
734.38;21;15;23.27;69.32;10/12/2019
734.4;17;15;25.28;69.59;11/12/2019
734.4;12;15;27.48;69.59;12/12/2019
734.42;18;15;26.08;69.86;13/12/2019
734.44;17;15;25.69;70.12;14/12/2019
734.45;14;15;25.09;70.26;15/12/2019
734.46;15;15;23.89;70.39;16/12/2019
734.46;9;15;22.09;70.39;17/12/2019
734.45;12;15;21.49;70.26;18/12/2019
734.44;8;15;20.89;70.12;19/12/2019
734.44;11;15;20.89;70.12;20/12/2019
734.43;12;15;20.89;69.99;21/12/2019
734.42;9;15;20.49;69.86;22/12/2019
734.43;12;15;19.49;69.99;23/12/2019
734.41;6;14;18.29;69.72;24/12/2019
734.39;6;15;17.3;69.45;25/12/2019
734.37;6;15;16.04;69.19;26/12/2019
734.34;4.06;15;15.95;68.79;27/12/2019
734.32;5.74;15;15.48;68.52;28/12/2019
734.3;5.57;15;15;68.26;29/12/2019
734.27;3.65;15;14.99;67.86;30/12/2019
734.24;3.66;15;18.44;67.46;31/12/2019
734.21;4;15;20.67;67.06;01/01/2020
734.25;23;15;33.45;67.59;02/01/2020
734.3;26;15;36.45;68.26;03/01/2020
734.36;29;15;39.44;69.06;04/01/2020
734.42;28;15;38.44;69.86;05/01/2020
734.42;23;15;33.43;69.86;06/01/2020
734.49;21;15;31.43;70.79;07/01/2020
734.57;36;15;46.42;71.86;08/01/2020
734.67;42;15;52.42;73.21;09/01/2020
734.75;36;15;46.41;74.28;10/01/2020
734.8;27;15;37.41;74.96;11/01/2020
734.82;17;15;27.4;75.23;12/01/2020
734.83;14;15;25.73;75.36;13/01/2020
734.84;15;15;26.64;75.5;14/01/2020
734.84;13;15;27.14;75.5;15/01/2020
734.87;22;15;32.5;75.9;16/01/2020
734.94;34;15;44.38;76.85;17/01/2020
735.02;37;15;47.37;77.93;18/01/2020
735.11;42;15;52.37;79.16;19/01/2020
735.17;25;15;35.37;79.97;20/01/2020
735.18;19;15;29.36;80.11;21/01/2020
735.17;10;15;23.36;79.97;22/01/2020
735.16;10;15;23.96;79.84;23/01/2020
735.17;16;15;22.16;79.97;24/01/2020
735.17;13;15;21.75;79.97;25/01/2020
735.16;10;15;22.43;79.84;26/01/2020
735.14;8;15;22.43;79.57;27/01/2020
735.14;13.4;15;22.65;79.57;28/01/2020
735.15;15.97;15;23.47;79.7;29/01/2020
735.15;14.1;15;25.08;79.7;30/01/2020
735.15;14.1;15;24.45;79.7;31/01/2020
735.22;34;15;44.35;80.65;01/02/2020
735.35;51;15;61.36;82.43;02/02/2020
735.5;73;15;83.36;84.48;03/02/2020
735.6;68;15;78.37;85.85;04/02/2020
735.62;52;15;62.37;86.13;05/02/2020
735.6;47;15;57.38;85.85;06/02/2020
735.58;33;15;43.38;85.58;07/02/2020
735.66;37;15;47.39;86.68;08/02/2020
735.69;25;15;35.39;87.09;09/02/2020
735.7;82;15;92.4;87.23;10/02/2020
735.7;61;15;71.41;87.23;11/02/2020
735.7;53;15;63.41;87.23;12/02/2020
735.57;47;45;57.42;85.44;13/02/2020
735.58;22;15;32.43;85.58;14/02/2020
735.6;20;15;29.1;85.85;15/02/2020
735.6;14;15;27.24;85.85;16/02/2020
735.6;14;15;26.25;85.85;17/02/2020
735.6;14;15;25.46;85.85;18/02/2020
735.61;17;15;27.47;85.99;19/02/2020
735.64;26;15;36.47;86.4;20/02/2020
735.61;19;15;29.48;85.99;21/02/2020
735.59;30.64;15;41.13;85.71;22/02/2020
735.56;16.47;15;26.97;85.31;23/02/2020
735.56;19.2;15;29.7;85.31;24/02/2020
735.61;28.12;15;38.64;85.99;25/02/2020
735.61;52.08;15;62.61;85.99;26/02/2020
735.6;77.99;15;88.53;85.85;27/02/2020
735.61;59;15;69.54;85.99;28/02/2020
735.57;36.5;15;47.03;85.44;29/02/2020
735.62;28;15;38.55;86.13;01/03/2020
735.62;31;15;41.55;86.13;02/03/2020
735.63;50;15;60.56;86.26;03/03/2020
735.61;52;15;62.57;85.99;04/03/2020
735.69;38;14;48.58;87.09;05/03/2020
735.7;26;15;36.58;87.23;06/03/2020
735.66;20;15;30.59;86.68;07/03/2020
735.62;29;15;39.59;86.13;08/03/2020
735.63;17;15;27.6;86.26;09/03/2020
735.63;17;15;26.6;86.26;10/03/2020
735.63;14;15;25.01;86.26;11/03/2020
735.62;10;16;23.21;86.13;12/03/2020
735.6;14;15;22.02;85.85;13/03/2020
735.59;8;15;21.42;85.71;14/03/2020
735.58;11;15;23.43;85.58;15/03/2020
735.57;11;15;23.83;85.44;16/03/2020
735.59;20;15;24.23;85.71;17/03/2020
735.6;16;15;25.44;85.85;18/03/2020
735.59;10;15;26.04;85.71;19/03/2020
735.6;17;15;24.25;85.85;20/03/2020
735.6;14;15;22.65;85.85;21/03/2020
735.59;11;15;22.85;85.71;22/03/2020
735.57;8;15;21.06;85.44;23/03/2020
735.56;11;15;20.26;85.31;24/03/2020
735.54;8;15;19.66;85.03;25/03/2020
735.53;10;15;19.66;84.89;26/03/2020
735.51;8;15;20.27;84.62;27/03/2020
735.49;8;15;20.67;84.34;28/03/2020
735.49;14;15;20.87;84.34;29/03/2020
735.48;10;15;21.47;84.21;30/03/2020
735.47;11;15;21.27;84.07;31/03/2020
735.46;11;15;20.07;83.93;01/04/2020
735.44;7;15;19.62;83.66;02/04/2020
735.42;8;15;19.02;83.38;03/04/2020
735.4;7.7;15;18.42;83.11;04/04/2020
735.38;8;15;18.62;82.84;05/04/2020
735.36;8;15;18.42;82.56;06/04/2020
735.34;8;15;18.88;82.29;07/04/2020
735.32;7;15;18.68;82.02;08/04/2020
735.3;10;15;18.48;81.74;09/04/2020
735.28;7;15;17.68;81.47;10/04/2020
735.27;7;15;17.88;81.34;11/04/2020
735.25;4;15;17.28;81.06;12/04/2020
735.22;8;15;17.48;80.65;13/04/2020
735.2;7;15;17.68;80.38;14/04/2020
735.18;8;15;18.28;80.11;15/04/2020
735.16;8;15;17.68;79.84;16/04/2020
735.14;7;15;17.67;79.57;17/04/2020
735.11;5;15;17.47;79.16;18/04/2020
735.09;7;15;17.47;78.88;19/04/2020
735.07;7;15;17.27;78.61;20/04/2020
735.05;8;15;17.27;78.34;21/04/2020
735.03;6;15;16.87;78.07;22/04/2020
735.01;5;15;16.46;77.79;23/04/2020
734.99;5;15;16.26;77.53;24/04/2020
734.97;5;15;16.06;77.26;25/04/2020
734.95;7;15;16.26;76.99;26/04/2020
734.93;5;15;16.66;76.71;27/04/2020
734.91;6;15;16.46;76.44;28/04/2020
734.89;7;15;16.25;76.17;29/04/2020
734.86;4;15;16.45;75.77;30/04/2020
734.84;6;15;16.45;75.5;01/05/2020
734.83;6;15;15.85;75.36;02/05/2020
734.8;6;15;16.25;74.96;03/05/2020
734.78;4;15;17.05;74.69;04/05/2020
734.76;6;15;17.05;74.42;05/05/2020
734.74;10;15;16.84;74.15;06/05/2020
734.72;6;15;16.64;73.88;07/05/2020
734.69;5;15;16.84;73.48;08/05/2020
734.69;3;15;16.24;73.48;09/05/2020
734.65;7;15;16.24;72.94;10/05/2020
734.63;7;15;16.04;72.67;11/05/2020
734.61;6;15;17.44;72.4;12/05/2020
734.58;4;15;17.24;72;13/05/2020
734.58;10;15;16.84;72;14/05/2020
734.55;6;15;17.44;71.59;15/05/2020
734.53;5;15;17.84;71.33;16/05/2020
734.52;9;15;16.24;71.19;17/05/2020
734.5;6;15;16.04;70.92;18/05/2020
734.47;2;15;16.04;70.52;19/05/2020
734.46;5;15;15.64;70.39;20/05/2020
734.43;5;15;14.73;69.99;21/05/2020
734.42;7;15;15.19;69.86;22/05/2020
734.39;1.47;15;15.06;69.45;23/05/2020
734.37;4.3;15;15.07;69.19;24/05/2020
734.35;4.33;15;14.74;68.92;25/05/2020
734.33;5.05;15;15.37;68.66;26/05/2020
734.31;5.38;15;15.22;68.39;27/05/2020
734.28;4.6;15;14.93;67.99;28/05/2020
734.27;3.55;15;14.72;67.86;29/05/2020
734.25;2.88;15;14.84;67.59;30/05/2020
734.23;4;15;15.12;67.33;31/05/2020
734.23;6;15;16.01;67.33;01/06/2020
734.21;6;15;16.84;67.06;02/06/2020
734.21;8;15;17.03;67.06;03/06/2020
734.21;7;15;18.03;67.06;04/06/2020
734.2;5;15;19.03;66.93;05/06/2020
734.22;11;15;19.03;67.19;06/06/2020
734.22;11;15;19.63;67.19;07/06/2020
734.22;8;15;19.83;67.19;08/06/2020
734.22;10;15;18.03;67.19;09/06/2020
734.18;6;15;17.23;66.66;10/06/2020
734.15;2;15;17.02;66.27;11/06/2020
734.13;7;15;15.62;66;12/06/2020
734.11;7;15;15.62;65.74;13/06/2020
734.08;3;15;16.41;65.34;14/06/2020
734.06;6;15;15.81;65.08;15/06/2020
734.04;6;15;15.8;64.81;16/06/2020
734.01;4;15;16;64.42;17/06/2020
733.99;7;15;16;64.16;18/06/2020
733.96;4;15;15.39;63.78;19/06/2020
733.94;6;15;15.99;63.53;20/06/2020
733.91;3;15;15.58;63.15;21/06/2020
733.89;7;15;15.58;62.9;22/06/2020
733.86;5;15;15.77;62.52;23/06/2020
733.83;4;15;16.57;62.14;24/06/2020
733.81;9.56;15;19.16;61.89;25/06/2020
733.8;12.22;15;22.78;61.76;26/06/2020
733.96;59.21;15;69.77;63.78;27/06/2020
734.04;37.57;15;48.13;64.81;28/06/2020
734.08;22.74;15;33.3;65.34;29/06/2020
734.08;19.35;15;27.25;65.34;30/06/2020
734.1;8;15;23.96;65.61;01/07/2020
734.09;9;15;21.21;65.47;02/07/2020
734.09;8;15;18.54;65.47;03/07/2020
734.05;9;15;18.13;64.95;04/07/2020
734.05;6;15;17.53;64.95;05/07/2020
734.01;6;15;17.12;64.42;06/07/2020
733.99;6;15;16.72;64.16;07/07/2020
733.99;6;15;16.32;64.16;08/07/2020
733.96;7;15;15.71;63.78;09/07/2020
733.92;4;15;15.91;63.28;10/07/2020
733.89;3;15;16.11;62.9;11/07/2020
733.87;7;15;16.1;62.65;12/07/2020
733.84;7;15;15.9;62.27;13/07/2020
733.82;7;15;15.9;62.02;14/07/2020
733.79;3;15;15.9;61.64;15/07/2020
733.77;3;15;15.69;61.39;16/07/2020
733.74;7;15;15.49;61.02;17/07/2020
733.72;6;15;15.69;60.77;18/07/2020
733.7;6;15;16.49;60.52;19/07/2020
733.67;4;15;15.69;60.15;20/07/2020
733.65;7;15;15.69;59.9;21/07/2020
733.62;3;15;15.09;59.53;22/07/2020
733.6;6;15;14.88;59.28;23/07/2020
733.57;3;15;14.68;58.92;24/07/2020
733.54;3;15;14.88;58.55;25/07/2020
733.52;6;15;14.88;58.31;26/07/2020
733.49;4;15;15.28;57.95;27/07/2020
733.47;6;15;16.08;57.7;28/07/2020
733.45;5;15;16.28;57.46;29/07/2020
733.44;7;15;17.08;57.34;30/07/2020
733.43;7;15;17.49;57.22;31/07/2020
733.42;8;15;17.69;57.1;01/08/2020
733.41;8;15;17.49;56.97;02/08/2020
733.38;6;15;17.29;56.61;03/08/2020
733.35;6;15;16.69;56.26;04/08/2020
733.32;6;15;15.69;55.9;05/08/2020
733.28;5;15;15.09;55.42;06/08/2020
733.24;3;15;14.69;54.94;07/08/2020
733.22;3;15;14.29;54.7;08/08/2020
733.19;4;15;14.09;54.34;09/08/2020
733.16;4;15;14.29;53.99;10/08/2020
733.14;4;15;14.49;53.76;11/08/2020
733.13;4;15;14.49;53.64;12/08/2020
733.09;4;15;14.29;53.17;13/08/2020
733.05;4;15;16.69;52.7;14/08/2020
733.03;3;15;19.49;52.47;15/08/2020
733.07;16;15;22.29;52.94;16/08/2020
733.1;18;15;24.49;53.29;17/08/2020
733.13;18;15;26.69;53.64;18/08/2020
733.15;15;15;27.3;53.87;19/08/2020
733.17;14;15;27.7;54.11;20/08/2020
733.21;19;15;27.5;54.58;21/08/2020
733.25;20;15;28.1;55.06;22/08/2020
733.28;17;15;27.9;55.42;23/08/2020
733.31;18;15;25.9;55.77;24/08/2020
733.32;13;15;23.7;55.9;25/08/2020
733.32;9;15;21.7;55.9;26/08/2020
733.32;9;15;19.3;55.9;27/08/2020
733.31;7;15;17.9;55.77;28/08/2020
733.3;6;15;16.89;55.65;29/08/2020
733.29;6;15;16.29;55.54;30/08/2020
733.27;4;15;16.09;55.3;31/08/2020
733.26;6;15;15.89;55.18;01/09/2020
733.25;6;15;15.49;55.06;02/09/2020
733.24;5;15;15.49;54.94;03/09/2020
733.24;4;12;15.48;54.94;04/09/2020
733.24;4;12;15.28;54.94;05/09/2020
733.24;6;15;14.88;54.94;06/09/2020
733.2;5;15;15.08;54.46;07/09/2020
733.19;3;15;14.87;54.34;08/09/2020
733.17;5;15;14.87;54.11;09/09/2020
733.16;3;15;14.47;53.99;10/09/2020
733.14;6;15;14.67;53.76;11/09/2020
733.12;3;15;15.06;53.52;12/09/2020
733.11;4;15;14.86;53.4;13/09/2020
733.09;7;15;14.06;53.17;14/09/2020
733.06;2;15;14.05;52.81;15/09/2020
733.04;2;15;13.85;52.58;16/09/2020
733.02;3;15;12.85;52.35;17/09/2020
733.01;3;15;13.24;52.23;18/09/2020
733;2;15;13.44;52.11;19/09/2020
732.98;4;15;15.44;51.88;20/09/2020
732.96;3;15;16.03;51.65;21/09/2020
732.98;13;15;17.43;51.88;22/09/2020
732.99;6;15;17.43;52;23/09/2020
732.99;9;15;17.82;52;24/09/2020
732.99;4;15;16.02;52;25/09/2020
732.99;5;15;16.22;52;26/09/2020
732.97;4;15;15.21;51.77;27/09/2020
732.97;7;15;15.41;51.77;28/09/2020
732.96;4;15;15.41;51.65;29/09/2020
732.95;5;15;15.8;51.54;30/09/2020
732.95;5;15;15.4;51.54;01/10/2020
732.93;6;15;14.79;51.3;02/10/2020
732.92;5;15;14.59;51.19;03/10/2020
732.9;1;15;14.99;50.96;04/10/2020
732.89;4;15;14.38;50.84;05/10/2020
732.89;7;15;14.78;50.84;06/10/2020
732.89;3;15;17.77;50.84;07/10/2020
732.89;7;15;18.57;50.84;08/10/2020
732.91;16;15;18.57;51.08;09/10/2020
732.92;8;15;18.96;51.19;10/10/2020
732.92;7;15;18.56;51.19;11/10/2020
732.93;5;15;16.75;51.3;12/10/2020
732.92;5;15;16.75;51.19;13/10/2020
732.92;7;15;16.15;51.19;14/10/2020
732.93;8;15;15.74;51.3;15/10/2020
732.92;4;15;15.34;51.19;16/10/2020
732.91;3;15;15.13;51.08;17/10/2020
732.9;3;15;15.53;50.96;18/10/2020
732.9;6;15;16.13;50.96;19/10/2020
732.91;10;15;16.53;51.08;20/10/2020
732.91;7;15;16.32;51.08;21/10/2020
732.9;5;15;16.09;50.96;22/10/2020
732.88;2;15;15.06;50.73;23/10/2020
732.87;4.85;15;14.65;50.61;24/10/2020
732.86;4.85;15;14.05;50.49;25/10/2020
732.85;5;15;14.45;50.38;26/10/2020
732.83;2;15;15.08;50.15;27/10/2020
732.81;4;15;14.97;49.92;28/10/2020
732.8;8;15;18.31;49.8;29/10/2020
732.8;27;14;37.3;49.8;30/10/2020
732.91;19;15;29.3;51.08;31/10/2020
732.95;14;15;25.3;51.54;01/11/2020
